"gap.indicators","non.high.needs.rate","high.needs.rate","size.of.gap","state.gap.mean.sd","is.gap.outlier","school_id","year"
"Science Performance Index Gap ","75.0","59.4","15.6 ","17.3","","1286111","201415"
"Graduation Rate Gap ","94.0%","95.5%","-1.5% ","12.6% ","N","1286111","201415"
"Achievement Gap Size Outlier? ","","","","","Y","1286111","201516"
"ELA Performance Index Gap ","75.0 ","54.8 ","20.2 ","16.6","","1286111","201516"
"Math Performance Index Gap ","74.9 ","55.1 ","19.8 ","19.1","","1286111","201516"
"Science Performance Index Gap ","75.0 ","61.2 ","13.8 ","17.3","","1286111","201516"
"ELA Performance Index Gap ","75","59.9","15.1","16.8","","1290411","201415"
"Math Performance Index Gap ","70.9","53","17.9","19.5","","1290411","201415"
"Science Performance Index Gap ","68.7","50.6","18.1","17.3","","1290411","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1290411","201516"
"ELA Performance Index Gap ","75.0 ","63.5","11.5","16.6","","1290411","201516"
NA,NA,NA,NA,NA,NA,"1290411","201516"
"ELA Performance Index Gap ","75","56.1","18.9","16.8","","1295111","201415"
"Math Performance Index Gap ","67","47.9","19.1","19.5","","1295111","201415"
"Science Performance Index Gap ","64.6","49.1","15.5","17.3","","1295111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","Y","1295111","201516"
"ELA Performance Index Gap ","75.0 ","55.3","19.7","16.6","","1295111","201516"
NA,NA,NA,NA,NA,NA,"1295111","201516"
"ELA Performance Index Gap ","66.5","46.3","20.2 ","16.8","","1296111","201415"
"Math Performance Index Gap ","63.7","47.3","16.4 ","19.5","","1296111","201415"
"Science Performance Index Gap ","69.7","N/A",". ","17.3","","1296111","201415"
"Graduation Rate Gap ",".",".",". ","12.6% ","N","1296111","201415"
"Achievement Gap Size Outlier? ","","","","","N","1296111","201516"
"ELA Performance Index Gap ","65.3 ","N/A ",". ","16.6","","1296111","201516"
"Math Performance Index Gap ","63.5 ","N/A ",". ","19.1","","1296111","201516"
"Science Performance Index Gap ","72.0 ","N/A ",". ","17.3","","1296111","201516"
"ELA Performance Index Gap ","75","70.7","4.3","16.8","","1310211","201415"
"Math Performance Index Gap ","75","64.3","10.7","19.5","","1310211","201415"
"Science Performance Index Gap ","66.2","50.1","16.1","17.3","","1310211","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1310211","201516"
"ELA Performance Index Gap ","75.0 ","66.4","8.6","16.6","","1310211","201516"
NA,NA,NA,NA,NA,NA,"1310211","201516"
"ELA Performance Index Gap ","75","64.8 ","10.2 ","16.8","","1310611","201415"
"Math Performance Index Gap ","74.1","58.1 ","15.9 ","19.5","","1310611","201415"
"Science Performance Index Gap ","63.1","N/A ",". ","17.3","","1310611","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1310611","201516"
"ELA Performance Index Gap ","75.0 ","65","10","16.6","","1310611","201516"
NA,NA,NA,NA,NA,NA,"1310611","201516"
"ELA Performance Index Gap ","75","57.7 ","17.3 ","16.8","","1310711","201415"
"Math Performance Index Gap ","73.3","57.7 ","15.6 ","19.5","","1310711","201415"
"Science Performance Index Gap ","64.9","N/A ",". ","17.3","","1310711","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1310711","201516"
"ELA Performance Index Gap ","75.0 ","63.6","11.4","16.6","","1310711","201516"
NA,NA,NA,NA,NA,NA,"1310711","201516"
"ELA Performance Index Gap ","75","68.8 ","6.2 ","16.8","","1310811","201415"
"Math Performance Index Gap ","75","61.2 ","13.8 ","19.5","","1310811","201415"
"Science Performance Index Gap ","66.9","N/A ",". ","17.3","","1310811","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1310811","201516"
"ELA Performance Index Gap ","75.0 ","65.3","9.7","16.6","","1310811","201516"
NA,NA,NA,NA,NA,NA,"1310811","201516"
"ELA Performance Index Gap ","75","64.9 ","10.1 ","16.8","","1310911","201415"
"Math Performance Index Gap ","75","62.1 ","12.9 ","19.5","","1310911","201415"
"Science Performance Index Gap ","71","N/A ",". ","17.3","","1310911","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1310911","201516"
"ELA Performance Index Gap ","74.5 ","64.3","10.2","16.6","","1310911","201516"
NA,NA,NA,NA,NA,NA,"1310911","201516"
"ELA Performance Index Gap ","75","60.1 ","14.9 ","16.8","","1311311","201415"
"Math Performance Index Gap ","75","56.7 ","18.3 ","19.5","","1311311","201415"
"Science Performance Index Gap ","73.4","N/A ",". ","17.3","","1311311","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1311311","201516"
"ELA Performance Index Gap ","75.0 ","63","12","16.6","","1311311","201516"
NA,NA,NA,NA,NA,NA,"1311311","201516"
"ELA Performance Index Gap ","75","62.0 ","13.0 ","16.8","","1311411","201415"
"Math Performance Index Gap ","75","59.5 ","15.5 ","19.5","","1311411","201415"
"Science Performance Index Gap ","67.7","N/A ",". ","17.3","","1311411","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1311411","201516"
"ELA Performance Index Gap ","75.0 ","66.7","8.3","16.6","","1311411","201516"
NA,NA,NA,NA,NA,NA,"1311411","201516"
"ELA Performance Index Gap ","75","64.2","10.8","16.8","","1311511","201415"
"Math Performance Index Gap ","75","60.1","14.9","19.5","","1311511","201415"
"Science Performance Index Gap ","69.8","56.8","13.1","17.3","","1311511","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1311511","201516"
"ELA Performance Index Gap ","75.0 ","65.3","9.7","16.6","","1311511","201516"
NA,NA,NA,NA,NA,NA,"1311511","201516"
"ELA Performance Index Gap ","75","64.7","10.3","16.8","","1315111","201415"
"Math Performance Index Gap ","69.3","52.6","16.7","19.5","","1315111","201415"
"Science Performance Index Gap ","64.8","51.4","13.4","17.3","","1315111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1315111","201516"
"ELA Performance Index Gap ","75.0 ","60.7","14.3","16.6","","1315111","201516"
NA,NA,NA,NA,NA,NA,"1315111","201516"
"ELA Performance Index Gap ","75","59.6","15.4","16.8","","1315311","201415"
"Math Performance Index Gap ","70.2","50.9","19.3","19.5","","1315311","201415"
"Science Performance Index Gap ","62.7","51","11.7","17.3","","1315311","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","Y","1315311","201516"
"ELA Performance Index Gap ","75.0 ","60.7","14.3","16.6","","1315311","201516"
NA,NA,NA,NA,NA,NA,"1315311","201516"
"ELA Performance Index Gap ","65.7","50.5","15.2 ","16.8","","1316211","201415"
"Math Performance Index Gap ","65.2","50.3","14.8 ","19.5","","1316211","201415"
"Science Performance Index Gap ","72.2","52.4","19.8 ","17.3","","1316211","201415"
"Graduation Rate Gap ","94.0%","92.6%","1.4% ","12.6% ","N","1316211","201415"
"Achievement Gap Size Outlier? ","","","","","Y","1316211","201516"
"ELA Performance Index Gap ","66.9 ","49.6 ","17.3 ","16.6","","1316211","201516"
"Math Performance Index Gap ","65.6 ","49.5 ","16.1 ","19.1","","1316211","201516"
"Science Performance Index Gap ","71.7 ","53.2 ","18.5 ","17.3","","1316211","201516"
"ELA Performance Index Gap ","75","67.3 ","7.7 ","16.8","","1320111","201415"
"Math Performance Index Gap ","75","64.8 ","10.2 ","19.5","","1320111","201415"
"Science Performance Index Gap ","65","N/A ",". ","17.3","","1320111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1320111","201516"
"ELA Performance Index Gap ","75.0 ","66.7","8.3","16.6","","1320111","201516"
NA,NA,NA,NA,NA,NA,"1320111","201516"
"ELA Performance Index Gap ","75","65.1","9.9","16.8","","1320211","201415"
"Math Performance Index Gap ","75","64.3","10.7","19.5","","1320211","201415"
"Science Performance Index Gap ","64.6","52.9","11.7","17.3","","1320211","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1320211","201516"
"ELA Performance Index Gap ","75.0 ","71.6","3.4","16.6","","1320211","201516"
NA,NA,NA,NA,NA,NA,"1320211","201516"
"ELA Performance Index Gap ","75","63.5","11.5","16.8","","1320411","201415"
"Math Performance Index Gap ","75","59","16","19.5","","1320411","201415"
"Science Performance Index Gap ","69.5","51","18.5","17.3","","1320411","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1320411","201516"
"ELA Performance Index Gap ","75.0 ","69.1","5.9","16.6","","1320411","201516"
NA,NA,NA,NA,NA,NA,"1320411","201516"
"ELA Performance Index Gap ","75","67.9 ","7.1 ","16.8","","1320611","201415"
"Math Performance Index Gap ","75","62.2 ","12.8 ","19.5","","1320611","201415"
"Science Performance Index Gap ","68.5","N/A ",". ","17.3","","1320611","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1320611","201516"
"ELA Performance Index Gap ","75.0 ","73.9","1.1","16.6","","1320611","201516"
NA,NA,NA,NA,NA,NA,"1320611","201516"
"ELA Performance Index Gap ","75","64.9 ","10.1 ","16.8","","1320711","201415"
"Math Performance Index Gap ","75","62.2 ","12.8 ","19.5","","1320711","201415"
"Science Performance Index Gap ","68.2","N/A ",". ","17.3","","1320711","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1320711","201516"
"ELA Performance Index Gap ","75.0 ","66.8","8.2","16.6","","1320711","201516"
NA,NA,NA,NA,NA,NA,"1320711","201516"
"ELA Performance Index Gap ","75","65.4","9.6","16.8","","1325111","201415"
"Math Performance Index Gap ","75","57.4","17.6","19.5","","1325111","201415"
"Science Performance Index Gap ","68.6","56.4","12.2","17.3","","1325111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1325111","201516"
"ELA Performance Index Gap ","75.0 ","62.6","12.4","16.6","","1325111","201516"
NA,NA,NA,NA,NA,NA,"1325111","201516"
"ELA Performance Index Gap ","60.3","38.6","21.6 ","16.8","","1326211","201415"
"Math Performance Index Gap ","54.6","37.8","16.8 ","19.5","","1326211","201415"
"Science Performance Index Gap ","72.9","53.3","19.6 ","17.3","","1326211","201415"
"Graduation Rate Gap ","94.0%","93.3%","0.7% ","12.6% ","N","1326211","201415"
"Achievement Gap Size Outlier? ","","","","","Y","1326211","201516"
"ELA Performance Index Gap ","68.8 ","52.9 ","16.0 ","16.6","","1326211","201516"
"Math Performance Index Gap ","67.4 ","50.8 ","16.7 ","19.1","","1326211","201516"
"Science Performance Index Gap ","75.0 ","56.3 ","18.7 ","17.3","","1326211","201516"
"ELA Performance Index Gap ","74.2","63.4","10.8","16.8","","1330111","201415"
"Math Performance Index Gap ","64.1","55.4","8.7","19.5","","1330111","201415"
"Science Performance Index Gap ","63.7","56.2","7.5","17.3","","1330111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1330111","201516"
"ELA Performance Index Gap ","73.5 ","61.4","12.1","16.6","","1330111","201516"
NA,NA,NA,NA,NA,NA,"1330111","201516"
"ELA Performance Index Gap ",". ","N/A ",". ",".",NA,"1340311","201415"
"Math Performance Index Gap ",". ","N/A ",". ",".",NA,"1340311","201415"
"Science Performance Index Gap ",". ","N/A ",". ",".",NA,"1340311","201415"
"Achievement Gap Size Outlier?","","","","","","1340311","201516"
"ELA Performance Index Gap ",". ","N/A ",". ",".","","1340311","201516"
NA,NA,NA,NA,NA,NA,"1340311","201516"
"ELA Performance Index Gap ",". ","N/A ",". ",".",NA,"1340411","201415"
"Math Performance Index Gap ",". ","N/A ",". ",".",NA,"1340411","201415"
"Science Performance Index Gap ",". ","N/A ",". ",".",NA,"1340411","201415"
"Achievement Gap Size Outlier?","","","","","","1340411","201516"
"ELA Performance Index Gap ",". ","N/A ",". ",".","","1340411","201516"
NA,NA,NA,NA,NA,NA,"1340411","201516"
"ELA Performance Index Gap ","75","62.3","12.7","16.8","","1340611","201415"
"Math Performance Index Gap ","71.3","61.2","10","19.5","","1340611","201415"
"Science Performance Index Gap ","61","54.1","6.8","17.3","","1340611","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1340611","201516"
"ELA Performance Index Gap ","75.0 ","64.4","10.6","16.6","","1340611","201516"
NA,NA,NA,NA,NA,NA,"1340611","201516"
"ELA Performance Index Gap ","75","67.8","7.2","16.8","","1345211","201415"
"Math Performance Index Gap ","68.6","56.1","12.4","19.5","","1345211","201415"
"Science Performance Index Gap ","67.3","53.9","13.4","17.3","","1345211","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1345211","201516"
"ELA Performance Index Gap ","75.0 ","67.9","7.1","16.6","","1345211","201516"
NA,NA,NA,NA,NA,NA,"1345211","201516"
"ELA Performance Index Gap ","75.0","53.8","21.2 ","16.8","","1346111","201415"
"Math Performance Index Gap ","63.9","43.5","20.4 ","19.5","","1346111","201415"
"Science Performance Index Gap ","67.5","52.6","14.9 ","17.3","","1346111","201415"
"Graduation Rate Gap ","90.6%","88.9%","1.7% ","12.6% ","N","1346111","201415"
"Achievement Gap Size Outlier? ","","","","","N","1346111","201516"
"ELA Performance Index Gap ","66.5 ","50.0 ","16.4 ","16.6","","1346111","201516"
"Math Performance Index Gap ","64.5 ","50.4 ","14.1 ","19.1","","1346111","201516"
"Science Performance Index Gap ","70.5 ","56.2 ","14.4 ","17.3","","1346111","201516"
"ELA Performance Index Gap ","75","59.9","15.1","16.8","","1350511","201415"
"Math Performance Index Gap ","74.2","58.3","15.9","19.5","","1350511","201415"
"Science Performance Index Gap ","54.7","45.8","8.9","17.3","","1350511","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1350511","201516"
"ELA Performance Index Gap ","75.0 ","66.4","8.6","16.6","","1350511","201516"
NA,NA,NA,NA,NA,NA,"1350511","201516"
"ELA Performance Index Gap ","75","58.1","16.9","16.8","","1350611","201415"
"Math Performance Index Gap ","74","52.9","21.1","19.5","","1350611","201415"
"Science Performance Index Gap ","64.9","51","13.9","17.3","","1350611","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","Y","1350611","201516"
"ELA Performance Index Gap ","75.0 ","58.6","16.4","16.6","","1350611","201516"
NA,NA,NA,NA,NA,NA,"1350611","201516"
"ELA Performance Index Gap ","75","61.2","13.8","16.8","","1350811","201415"
"Math Performance Index Gap ","75","52.1","22.9","19.5","","1350811","201415"
"Science Performance Index Gap ","66.1","44.9","21.2","17.3","","1350811","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","Y","1350811","201516"
"ELA Performance Index Gap ","75.0 ","60.7","14.3","16.6","","1350811","201516"
NA,NA,NA,NA,NA,NA,"1350811","201516"
"ELA Performance Index Gap ","75","55.3","19.7","16.8","","1350911","201415"
"Math Performance Index Gap ","72.4","50.3","22","19.5","","1350911","201415"
"Science Performance Index Gap ","61.5","37.5","24.1","17.3","","1350911","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","Y","1350911","201516"
"ELA Performance Index Gap ","75.0 ","60.3","14.7","16.6","","1350911","201516"
NA,NA,NA,NA,NA,NA,"1350911","201516"
"ELA Performance Index Gap ","75","58.7","16.3","16.8","","1351111","201415"
"Math Performance Index Gap ","70.9","51.7","19.2","19.5","","1351111","201415"
"Science Performance Index Gap ","62.2","47.5","14.7","17.3","","1351111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1351111","201516"
"ELA Performance Index Gap ","74.9 ","61.4","13.6","16.6","","1351111","201516"
NA,NA,NA,NA,NA,NA,"1351111","201516"
"ELA Performance Index Gap ","75","57.7","17.3","16.8","","1351211","201415"
"Math Performance Index Gap ","70.7","53.8","16.9","19.5","","1351211","201415"
"Science Performance Index Gap ","58.8","41.6","17.2","17.3","","1351211","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1351211","201516"
"ELA Performance Index Gap ","75.0 ","60.8","14.2","16.6","","1351211","201516"
NA,NA,NA,NA,NA,NA,"1351211","201516"
"ELA Performance Index Gap ","75","62","13","16.8","","1351411","201415"
"Math Performance Index Gap ","75","53.9","21.1","19.5","","1351411","201415"
"Science Performance Index Gap ","60.6","44.2","16.4","17.3","","1351411","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","Y","1351411","201516"
"ELA Performance Index Gap ","75.0 ","64.6","10.4","16.6","","1351411","201516"
NA,NA,NA,NA,NA,NA,"1351411","201516"
"ELA Performance Index Gap ","75","56.2","18.8","16.8","","1351811","201415"
"Math Performance Index Gap ","74.6","52.2","22.4","19.5","","1351811","201415"
"Science Performance Index Gap ","64.6","45.1","19.5","17.3","","1351811","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","Y","1351811","201516"
"ELA Performance Index Gap ","75.0 ","57","18","16.6","","1351811","201516"
NA,NA,NA,NA,NA,NA,"1351811","201516"
"ELA Performance Index Gap ","74.5","60","14.5","16.8","","1351911","201415"
"Math Performance Index Gap ","71.5","55.3","16.2","19.5","","1351911","201415"
"Science Performance Index Gap ","63.1","45.7","17.4","17.3","","1351911","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1351911","201516"
"ELA Performance Index Gap ","75.0 ","60.3","14.7","16.6","","1351911","201516"
NA,NA,NA,NA,NA,NA,"1351911","201516"
"ELA Performance Index Gap ","75","63.3","11.7","16.8","","1352011","201415"
"Math Performance Index Gap ","75","57","18","19.5","","1352011","201415"
"Science Performance Index Gap ","66.9","44","22.9","17.3","","1352011","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1352011","201516"
"ELA Performance Index Gap ","75.0 ","62.1","12.9","16.6","","1352011","201516"
NA,NA,NA,NA,NA,NA,"1352011","201516"
"ELA Performance Index Gap ","74.5","58.5","16","16.8","","1352111","201415"
"Math Performance Index Gap ","69.5","52.6","17","19.5","","1352111","201415"
"Science Performance Index Gap ","67.4","48.7","18.7","17.3","","1352111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","1352111","201516"
"ELA Performance Index Gap ","75.0 ","60.9","14.1","16.6","","1352111","201516"
NA,NA,NA,NA,NA,NA,"1352111","201516"
"ELA Performance Index Gap ","75","62.7","12.3","16.8","","1352211","201415"
"Math Performance Index Gap ","75","56.8","18.2","19.5","","1352211","201415"
"Science Performance Index Gap ","65.5","46.8","18.8","17.3","","1352211","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","Y","1352211","201516"
"ELA Performance Index Gap ","75.0 ","64.2","10.8","16.6","","1352211","201516"
NA,NA,NA,NA,NA,NA,"1352211","201516"
"ELA Performance Index Gap ","73.8","55.1","18.7","16.8","","1355311","201415"
"Math Performance Index Gap ","67.3","48.9","18.4","19.5","","1355311","201415"
"Science Performance Index Gap ","59.9","48.4","11.5","17.3","","1355311","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","Y","1355311","201516"
"ELA Performance Index Gap ","75.0 ","56.6","18.4","16.6","","1355311","201516"
NA,NA,NA,NA,NA,NA,"1355311","201516"
