"indicator","index.rate","target","points","max","percent.points","state.avg","school_id","year"
"ELA: All Students ","66.9 ","75 ",89.2,100,89.2,"67.9","1513111","201415"
"ELA: High Needs Students ","62.6 ","75 ",83.4,100,83.4,"56.7","1513111","201415"
"Math: All Students ","59.0 ","75 ",78.7,100,78.7,"59.3","1513111","201415"
"Math: High Needs Students ","54.9 ","75 ",73.2,100,73.2,"47.8","1513111","201415"
"Science: All Students ","54.6 ","75 ",72.8,100,72.8,"56.5","1513111","201415"
"Science: High Needs Students ","50.0 ","75 ",66.7,100,66.7,"45.9","1513111","201415"
"Chronic absenteeism: All Students ","2.2% ","<=5% ",50,50,100,"10.6%","1513111","201415"
"Chronic absenteeism: High Needs Students ","3.4% ","<=5% ",50,50,100,"17.3%","1513111","201415"
"Prep for CCR: % Taking Courses ","N/A ","75% ",0,0,0,"66.1%","1513111","201415"
"Prep for CCR: % Passing Exams ","N/A ","75% ",0,0,0,"37.3%","1513111","201415"
"Physical Fitness (estimated part rate) and (fitness rate) ","100.0% | 63.2% ","75% ",42.1,50,84.3,"87.6% | 51.0%","1513111","201415"
"Arts Access ","N/A ","60% ",0,0,0,"45.7%","1513111","201415"
"Accountability Index ","","",606.2,750,80.8,"","1513111","201415"
"ELA Performance index: All Students ","64.8 ","75 ",43.2,50,86.4,"67.7","1513111","201516"
"ELA Performance index: High Needs Students ","61.5 ","75 ",41,50,82,"56.7","1513111","201516"
"Math Performance index: All Students ","59.6 ","75 ",39.8,50,79.5,"61.4","1513111","201516"
"Math Performance index: High Needs Students ","56.0 ","75 ",37.4,50,74.7,"49.9","1513111","201516"
"Science Performance index: All Students ","53.1 ","75 ",35.4,50,70.8,"57.5","1513111","201516"
"Science Performance index: High Needs Students ","51.3 ","75 ",34.2,50,68.4,"47.0","1513111","201516"
"ELA Academic growth: ELA Performance index: All Students ","57.7% ","100% ",57.7,100,57.7,"63.8%","1513111","201516"
"ELA Academic growth: ELA Performance index: High Needs Students ","55.3% ","100% ",55.3,100,55.3,"58.3%","1513111","201516"
"Math Academic growth: Math Performance index: All Students ","62.1% ","100% ",62.1,100,62.1,"65.0%","1513111","201516"
"Math Academic growth: Math Performance index: High Needs Students ","59.2% ","100% ",59.2,100,59.2,"57.4%","1513111","201516"
"Chronic absenteeism: Science Performance index: All Students ","3.1% ","<=5% ",50,50,100,"9.6%","1513111","201516"
"Chronic absenteeism: Science Performance index: High Needs Students ","3.8% ","<=5% ",50,50,100,"15.6%","1513111","201516"
"Prep for CCR: ELA Academic growth: ELA Performance index: All Students ","N/A ","75% ",0,0,0,"67.6%","1513111","201516"
"Prep for CCR: ELA Academic growth: ELA Performance index: High Needs Students ","N/A ","75% ",0,0,0,"40.7%","1513111","201516"
"On-track to High School Graduation ","N/A ","94% ",0,0,0,"85.1%","1513111","201516"
"4-year Graduation All Students (2015 Cohort) ","N/A ","94% ",0,0,0,"87.2%","1513111","201516"
"6-year Graduation - High Needs Students (2013 Cohort) ","N/A ","94% ",0,0,0,"78.6%","1513111","201516"
"Postsecondary Entrance (Class of 2015) ","N/A ","75% ",0,0,0,"71.9%","1513111","201516"
"Physical Fitness (estimated part rate) and (fitness rate) ","100.0% | 72.4% ","75% ",48.3,50,96.6,"89.2% | 50.5%","1513111","201516"
"Arts Access ","N/A ","60% ",0,0,0,"47.5%","1513111","201516"
"ELA: All Students ","53.1 ","75 ",70.8,100,70.8,"67.9","1513211","201415"
"ELA: High Needs Students ","52.1 ","75 ",69.5,100,69.5,"56.7","1513211","201415"
"Math: All Students ","47.6 ","75 ",63.5,100,63.5,"59.3","1513211","201415"
"Math: High Needs Students ","46.7 ","75 ",62.3,100,62.3,"47.8","1513211","201415"
"Science: All Students ","37.6 ","75 ",50.1,100,50.1,"56.5","1513211","201415"
"Science: High Needs Students ","37.4 ","75 ",49.8,100,49.8,"45.9","1513211","201415"
"Chronic absenteeism: All Students ","18.8% ","<=5% ",22.5,50,44.9,"10.6%","1513211","201415"
"Chronic absenteeism: High Needs Students ","19.0% ","<=5% ",22,50,44.1,"17.3%","1513211","201415"
"Prep for CCR: % Taking Courses ","N/A ","75% ",0,0,0,"66.1%","1513211","201415"
"Prep for CCR: % Passing Exams ","N/A ","75% ",0,0,0,"37.3%","1513211","201415"
"Physical Fitness (estimated part rate) and (fitness rate) ","96.2% | 64.7% ","75% ",43.1,50,86.3,"87.6% | 51.0%","1513211","201415"
"Arts Access ","N/A ","60% ",0,0,0,"45.7%","1513211","201415"
"Accountability Index ","","",453.7,750,60.5,"","1513211","201415"
"ELA Performance index: All Students ","57.9 ","75 ",38.6,50,77.2,"67.7","1513211","201516"
"ELA Performance index: High Needs Students ","57.0 ","75 ",38,50,76,"56.7","1513211","201516"
"Math Performance index: All Students ","50.5 ","75 ",33.7,50,67.4,"61.4","1513211","201516"
"Math Performance index: High Needs Students ","49.8 ","75 ",33.2,50,66.5,"49.9","1513211","201516"
"Science Performance index: All Students ","45.3 ","75 ",30.2,50,60.4,"57.5","1513211","201516"
"Science Performance index: High Needs Students ","43.4 ","75 ",29,50,57.9,"47.0","1513211","201516"
"ELA Academic growth: ELA Performance index: All Students ","73.5% ","100% ",73.5,100,73.5,"63.8%","1513211","201516"
"ELA Academic growth: ELA Performance index: High Needs Students ","72.6% ","100% ",72.6,100,72.6,"58.3%","1513211","201516"
"Math Academic growth: Math Performance index: All Students ","63.2% ","100% ",63.2,100,63.2,"65.0%","1513211","201516"
"Math Academic growth: Math Performance index: High Needs Students ","62.2% ","100% ",62.2,100,62.2,"57.4%","1513211","201516"
"Chronic absenteeism: Science Performance index: All Students ","10.3% ","<=5% ",39.4,50,78.8,"9.6%","1513211","201516"
"Chronic absenteeism: Science Performance index: High Needs Students ","10.4% ","<=5% ",39.2,50,78.3,"15.6%","1513211","201516"
"Prep for CCR: ELA Academic growth: ELA Performance index: All Students ","N/A ","75% ",0,0,0,"67.6%","1513211","201516"
"Prep for CCR: ELA Academic growth: ELA Performance index: High Needs Students ","N/A ","75% ",0,0,0,"40.7%","1513211","201516"
"On-track to High School Graduation ","N/A ","94% ",0,0,0,"85.1%","1513211","201516"
"4-year Graduation All Students (2015 Cohort) ","N/A ","94% ",0,0,0,"87.2%","1513211","201516"
"6-year Graduation - High Needs Students (2013 Cohort) ","N/A ","94% ",0,0,0,"78.6%","1513211","201516"
"Postsecondary Entrance (Class of 2015) ","N/A ","75% ",0,0,0,"71.9%","1513211","201516"
"Physical Fitness (estimated part rate) and (fitness rate) ","100.0% | 71.2% ","75% ",47.4,50,94.9,"89.2% | 50.5%","1513211","201516"
"Arts Access ","N/A ","60% ",0,0,0,"47.5%","1513211","201516"
"ELA: All Students ","74.5 ","75 ",99.3,100,99.3,"67.9","1513311","201415"
"ELA: High Needs Students ","70.3 ","75 ",93.7,100,93.7,"56.7","1513311","201415"
"Math: All Students ","64.4 ","75 ",85.9,100,85.9,"59.3","1513311","201415"
"Math: High Needs Students ","62.5 ","75 ",83.3,100,83.3,"47.8","1513311","201415"
"Science: All Students ","54.0 ","75 ",72,100,72,"56.5","1513311","201415"
"Science: High Needs Students ","49.2 ","75 ",65.6,100,65.6,"45.9","1513311","201415"
"Chronic absenteeism: All Students ","1.7% ","<=5% ",50,50,100,"10.6%","1513311","201415"
"Chronic absenteeism: High Needs Students ","2.3% ","<=5% ",50,50,100,"17.3%","1513311","201415"
"Prep for CCR: % Taking Courses ","N/A ","75% ",0,0,0,"66.1%","1513311","201415"
"Prep for CCR: % Passing Exams ","N/A ","75% ",0,0,0,"37.3%","1513311","201415"
"Physical Fitness (estimated part rate) and (fitness rate) ","100.0% | 37.5% ","75% ",25,50,50,"87.6% | 51.0%","1513311","201415"
"Arts Access ","N/A ","60% ",0,0,0,"45.7%","1513311","201415"
"Accountability Index ","","",624.7,750,83.3,"","1513311","201415"
"ELA Performance index: All Students ","71.6 ","75 ",47.7,50,95.5,"67.7","1513311","201516"
"ELA Performance index: High Needs Students ","67.8 ","75 ",45.2,50,90.4,"56.7","1513311","201516"
"Math Performance index: All Students ","65.2 ","75 ",43.5,50,86.9,"61.4","1513311","201516"
"Math Performance index: High Needs Students ","62.1 ","75 ",41.4,50,82.8,"49.9","1513311","201516"
"Science Performance index: All Students ","53.8 ","75 ",35.9,50,71.7,"57.5","1513311","201516"
"Science Performance index: High Needs Students ","50.8 ","75 ",33.9,50,67.8,"47.0","1513311","201516"
"ELA Academic growth: ELA Performance index: All Students ","55.4% ","100% ",55.4,100,55.4,"63.8%","1513311","201516"
"ELA Academic growth: ELA Performance index: High Needs Students ","55.5% ","100% ",55.5,100,55.5,"58.3%","1513311","201516"
"Math Academic growth: Math Performance index: All Students ","65.2% ","100% ",65.2,100,65.2,"65.0%","1513311","201516"
"Math Academic growth: Math Performance index: High Needs Students ","58.0% ","100% ",58,100,58,"57.4%","1513311","201516"
"Chronic absenteeism: Science Performance index: All Students ","2.2% ","<=5% ",50,50,100,"9.6%","1513311","201516"
"Chronic absenteeism: Science Performance index: High Needs Students ","3.3% ","<=5% ",50,50,100,"15.6%","1513311","201516"
"Prep for CCR: ELA Academic growth: ELA Performance index: All Students ","N/A ","75% ",0,0,0,"67.6%","1513311","201516"
"Prep for CCR: ELA Academic growth: ELA Performance index: High Needs Students ","N/A ","75% ",0,0,0,"40.7%","1513311","201516"
"On-track to High School Graduation ","N/A ","94% ",0,0,0,"85.1%","1513311","201516"
"4-year Graduation All Students (2015 Cohort) ","N/A ","94% ",0,0,0,"87.2%","1513311","201516"
"6-year Graduation - High Needs Students (2013 Cohort) ","N/A ","94% ",0,0,0,"78.6%","1513311","201516"
"Postsecondary Entrance (Class of 2015) ","N/A ","75% ",0,0,0,"71.9%","1513311","201516"
"Physical Fitness (estimated part rate) and (fitness rate) ","99.0% | 56.8% ","75% ",37.9,50,75.8,"89.2% | 50.5%","1513311","201516"
"Arts Access ","N/A ","60% ",0,0,0,"47.5%","1513311","201516"
"ELA: All Students ","56.8 ","75 ",75.8,100,75.8,"67.9","1513411","201415"
"ELA: High Needs Students ","56.4 ","75 ",75.2,100,75.2,"56.7","1513411","201415"
"Math: All Students ","48.1 ","75 ",64.1,100,64.1,"59.3","1513411","201415"
"Math: High Needs Students ","47.6 ","75 ",63.5,100,63.5,"47.8","1513411","201415"
"Science: All Students ","41.0 ","75 ",54.6,100,54.6,"56.5","1513411","201415"
"Science: High Needs Students ","40.4 ","75 ",53.9,100,53.9,"45.9","1513411","201415"
"Chronic absenteeism: All Students ","14.8% ","<=5% ",30.5,50,60.9,"10.6%","1513411","201415"
"Chronic absenteeism: High Needs Students ","15.3% ","<=5% ",29.4,50,58.7,"17.3%","1513411","201415"
"Prep for CCR: % Taking Courses ","N/A ","75% ",0,0,0,"66.1%","1513411","201415"
"Prep for CCR: % Passing Exams ","N/A ","75% ",0,0,0,"37.3%","1513411","201415"
"Physical Fitness (estimated part rate) and (fitness rate) ","93.4% | 44.7% ","75% ",29.8,50,59.6,"87.6% | 51.0%","1513411","201415"
"Arts Access ","N/A ","60% ",0,0,0,"45.7%","1513411","201415"
"Accountability Index ","","",476.8,750,63.6,"","1513411","201415"
"ELA Performance index: All Students ","56.9 ","75 ",37.9,50,75.9,"67.7","1513411","201516"
"ELA Performance index: High Needs Students ","56.6 ","75 ",37.7,50,75.4,"56.7","1513411","201516"
"Math Performance index: All Students ","49.1 ","75 ",32.7,50,65.4,"61.4","1513411","201516"
"Math Performance index: High Needs Students ","48.6 ","75 ",32.4,50,64.8,"49.9","1513411","201516"
"Science Performance index: All Students ","40.4 ","75 ",26.9,50,53.9,"57.5","1513411","201516"
"Science Performance index: High Needs Students ","39.2 ","75 ",26.1,50,52.3,"47.0","1513411","201516"
"ELA Academic growth: ELA Performance index: All Students ","58.6% ","100% ",58.6,100,58.6,"63.8%","1513411","201516"
"ELA Academic growth: ELA Performance index: High Needs Students ","59.7% ","100% ",59.7,100,59.7,"58.3%","1513411","201516"
"Math Academic growth: Math Performance index: All Students ","59.7% ","100% ",59.7,100,59.7,"65.0%","1513411","201516"
"Math Academic growth: Math Performance index: High Needs Students ","59.0% ","100% ",59,100,59,"57.4%","1513411","201516"
"Chronic absenteeism: Science Performance index: All Students ","10.0% ","<=5% ",40,50,80,"9.6%","1513411","201516"
"Chronic absenteeism: Science Performance index: High Needs Students ","10.2% ","<=5% ",39.6,50,79.1,"15.6%","1513411","201516"
"Prep for CCR: ELA Academic growth: ELA Performance index: All Students ","N/A ","75% ",0,0,0,"67.6%","1513411","201516"
"Prep for CCR: ELA Academic growth: ELA Performance index: High Needs Students ","N/A ","75% ",0,0,0,"40.7%","1513411","201516"
"On-track to High School Graduation ","45.5% ","94% ",24.2,50,48.4,"85.1%","1513411","201516"
"4-year Graduation All Students (2015 Cohort) ","N/A ","94% ",0,0,0,"87.2%","1513411","201516"
"6-year Graduation - High Needs Students (2013 Cohort) ","N/A ","94% ",0,0,0,"78.6%","1513411","201516"
"Postsecondary Entrance (Class of 2015) ","N/A ","75% ",0,0,0,"71.9%","1513411","201516"
"Physical Fitness (estimated part rate) and (fitness rate) ","98.3% | 39.7% ","75% ",26.4,50,52.9,"89.2% | 50.5%","1513411","201516"
"Arts Access ","N/A ","60% ",0,0,0,"47.5%","1513411","201516"
"ELA: All Students ","67.9 ","75 ",90.5,100,90.5,"67.9","1515011","201415"
"ELA: High Needs Students ","63.1 ","75 ",84.2,100,84.2,"56.7","1515011","201415"
"Math: All Students ","52.6 ","75 ",70.1,100,70.1,"59.3","1515011","201415"
"Math: High Needs Students ","48.8 ","75 ",65,100,65,"47.8","1515011","201415"
"Science: All Students ","49.4 ","75 ",65.9,100,65.9,"56.5","1515011","201415"
"Science: High Needs Students ","43.8 ","75 ",58.3,100,58.3,"45.9","1515011","201415"
"Chronic absenteeism: All Students ","6.2% ","<=5% ",47.7,50,95.3,"10.6%","1515011","201415"
"Chronic absenteeism: High Needs Students ","5.9% ","<=5% ",48.2,50,96.3,"17.3%","1515011","201415"
"Prep for CCR: % Taking Courses ","N/A ","75% ",0,0,0,"66.1%","1515011","201415"
"Prep for CCR: % Passing Exams ","N/A ","75% ",0,0,0,"37.3%","1515011","201415"
"Physical Fitness (estimated part rate) and (fitness rate) ","99.1% | 50.9% ","75% ",34,50,67.9,"87.6% | 51.0%","1515011","201415"
"Arts Access ","N/A ","60% ",0,0,0,"45.7%","1515011","201415"
"Accountability Index ","","",611.8,800,76.5,"","1515011","201415"
"ELA Performance index: All Students ","65.2 ","75 ",43.4,50,86.9,"67.7","1515011","201516"
"ELA Performance index: High Needs Students ","60.6 ","75 ",40.4,50,80.8,"56.7","1515011","201516"
"Math Performance index: All Students ","54.2 ","75 ",36.1,50,72.2,"61.4","1515011","201516"
"Math Performance index: High Needs Students ","49.6 ","75 ",33,50,66.1,"49.9","1515011","201516"
"Science Performance index: All Students ","51.4 ","75 ",34.2,50,68.5,"57.5","1515011","201516"
"Science Performance index: High Needs Students ","47.2 ","75 ",31.5,50,63,"47.0","1515011","201516"
"ELA Academic growth: ELA Performance index: All Students ","51.7% ","100% ",51.7,100,51.7,"63.8%","1515011","201516"
"ELA Academic growth: ELA Performance index: High Needs Students ","51.7% ","100% ",51.7,100,51.7,"58.3%","1515011","201516"
"Math Academic growth: Math Performance index: All Students ","47.2% ","100% ",47.2,100,47.2,"65.0%","1515011","201516"
"Math Academic growth: Math Performance index: High Needs Students ","40.2% ","100% ",40.2,100,40.2,"57.4%","1515011","201516"
"Chronic absenteeism: Science Performance index: All Students ","6.5% ","<=5% ",46.9,50,93.8,"9.6%","1515011","201516"
"Chronic absenteeism: Science Performance index: High Needs Students ","7.6% ","<=5% ",44.8,50,89.7,"15.6%","1515011","201516"
"Prep for CCR: ELA Academic growth: ELA Performance index: All Students ","N/A ","75% ",0,0,0,"67.6%","1515011","201516"
"Prep for CCR: ELA Academic growth: ELA Performance index: High Needs Students ","N/A ","75% ",0,0,0,"40.7%","1515011","201516"
"On-track to High School Graduation ","71.4% ","94% ",38,50,76,"85.1%","1515011","201516"
"4-year Graduation All Students (2015 Cohort) ","N/A ","94% ",0,0,0,"87.2%","1515011","201516"
"6-year Graduation - High Needs Students (2013 Cohort) ","N/A ","94% ",0,0,0,"78.6%","1515011","201516"
"Postsecondary Entrance (Class of 2015) ","N/A ","75% ",0,0,0,"71.9%","1515011","201516"
"Physical Fitness (estimated part rate) and (fitness rate) ","100.0% | 36.7% ","75% ",24.5,50,49,"89.2% | 50.5%","1515011","201516"
"Arts Access ","N/A ","60% ",0,0,0,"47.5%","1515011","201516"
"ELA: All Students ","50.8 ","75 ",67.7,100,67.7,"67.9","1515111","201415"
"ELA: High Needs Students ","49.5 ","75 ",66,100,66,"56.7","1515111","201415"
"Math: All Students ","42.3 ","75 ",56.4,100,56.4,"59.3","1515111","201415"
"Math: High Needs Students ","40.9 ","75 ",54.5,100,54.5,"47.8","1515111","201415"
"Science: All Students ","43.7 ","75 ",58.3,100,58.3,"56.5","1515111","201415"
"Science: High Needs Students ","43.3 ","75 ",57.7,100,57.7,"45.9","1515111","201415"
"Chronic absenteeism: All Students ","19.2% ","<=5% ",21.6,50,43.2,"10.6%","1515111","201415"
"Chronic absenteeism: High Needs Students ","21.2% ","<=5% ",17.7,50,35.4,"17.3%","1515111","201415"
"Prep for CCR: % Taking Courses ","N/A ","75% ",0,0,0,"66.1%","1515111","201415"
"Prep for CCR: % Passing Exams ","N/A ","75% ",0,0,0,"37.3%","1515111","201415"
"Postsecondary Entrance (Class of 2014) ","N/A ","75% ",0,0,0,"72.8%","1515111","201415"
"Physical Fitness (estimated part rate) and (fitness rate) ","90.2% | 49.9% ","75% ",33.3,50,66.6,"87.6% | 51.0%","1515111","201415"
"Arts Access ","N/A ","60% ",0,0,0,"45.7%","1515111","201415"
"Accountability Index ","","",468.6,800,58.6,"","1515111","201415"
"ELA Performance index: All Students ","50.3 ","75 ",33.5,50,67.1,"67.7","1515111","201516"
"ELA Performance index: High Needs Students ","48.3 ","75 ",32.2,50,64.5,"56.7","1515111","201516"
"Math Performance index: All Students ","41.6 ","75 ",27.8,50,55.5,"61.4","1515111","201516"
"Math Performance index: High Needs Students ","39.8 ","75 ",26.5,50,53,"49.9","1515111","201516"
"Science Performance index: All Students ","43.5 ","75 ",29,50,58.1,"57.5","1515111","201516"
"Science Performance index: High Needs Students ","42.4 ","75 ",28.2,50,56.5,"47.0","1515111","201516"
