"category","chron_abs_count","chron_abs_rate","susp_exp_count","susp_exp_rate","school_id","year"
"White ","11 ","3.5 ","26 ","8.2","1415111","201314"
"English Language Learners ","N/A ","N/A ","N/A ","N/A","1415111","201314"
"Eligible for Free or Reduced-Price Meals ","9 ","8.3 ","15 ","13.2","1415111","201314"
"Students with Disabilities ","0 ","0.0 ","7 ","21.8","1415111","201314"
"School ","13 ","3.8 ","29 ","8.4","1415111","201314"
"District ","","5.7 ","","6.2","1415111","201314"
"Female ","9 ","5.5 ","* ","*","1415111","201415"
"Male ","10 ","5.6 ","* ","*","1415111","201415"
"Black or African American ","0 ","* ","0 ","*","1415111","201415"
"Hispanic or Latino ","0 ","* ","* ","*","1415111","201415"
"White ","16 ","5.2 ","11 ","3.5","1415111","201415"
"English Language Learners ","0 ","* ","0 ","*","1415111","201415"
"Eligible for Free or Reduced-Price Meals ","11 ","9.6 ","9 ","7.4","1415111","201415"
"Students with Disabilities ","* ","* ","* ","*","1415111","201415"
"School ","19 ","5.6 ","15 ","4.3","1415111","201415"
"District ","","5.5 ","","4.5","1415111","201415"
"Male 10 ","5.7 ",NA,"* ","*","1415111","201516"
"Black or African American 0 ","* ",NA,"0 ","*","1415111","201516"
"Hispanic or Latino 0 ","* ",NA,"* ","*","1415111","201516"
"White * ","* ",NA,"16 ","5.2","1415111","201516"
"English Language Learners N/A ","N/A ",NA,"N/A ","N/A","1415111","201516"
"Eligible for Free or Reduced-Price Meals 7 ","5.8 ",NA,"11 ","9.0","1415111","201516"
"Students with Disabilities * ","* ",NA,"* ","*","1415111","201516"
"School 17 ","5.0 ",NA,"20 ","5.9","1415111","201516"
"District ","7.7 ",NA,"","7.7","1415111","201516"
"Number of students in 2014-15 qualified as truant under state statute:  0","",NA,"","","1415111","201516"
"Female ","16 ","11.9 ","* ","*","1416111","201314"
"Male ","17 ","13.0 ","* ","*","1416111","201314"
"Black or African American ","N/A ","N/A ","N/A ","N/A","1416111","201314"
"Hispanic or Latino ","* ","* ","* ","*","1416111","201314"
"White ","* ","* ","* ","*","1416111","201314"
"English Language Learners ","N/A ","N/A ","N/A ","N/A","1416111","201314"
"Eligible for Free or Reduced-Price Meals ","10 ","13.0 ","12 ","14.6","1416111","201314"
"Students with Disabilities ","* ","* ","* ","*","1416111","201314"
"School ","33 ","12.4 ","25 ","9.2","1416111","201314"
"District ","","5.7 ","","6.2","1416111","201314"
"Female ","11 ","9.0 ","* ","*","1416111","201415"
"Male ","15 ","10.9 ","* ","*","1416111","201415"
"Black or African American ","* ","* ","* ","*","1416111","201415"
"Hispanic or Latino ","0 ","* ","0 ","*","1416111","201415"
"White ","24 ","10.2 ","* ","*","1416111","201415"
"English Language Learners ","0 ","* ","0 ","*","1416111","201415"
"Eligible for Free or Reduced-Price Meals ","18 ","20.2 ","15 ","16.6","1416111","201415"
"Students with Disabilities ","* ","* ","* ","*","1416111","201415"
"School ","26 ","10.0 ","25 ","9.5","1416111","201415"
"District ","","5.5 ","","4.5","1416111","201415"
"Male 27 ","19.9 ",NA,"32 ","23.2","1416111","201516"
"Black or African American * ","* ",NA,"* ","*","1416111","201516"
"Hispanic or Latino * ","* ",NA,"* ","*","1416111","201516"
"White 41 ","16.9 ",NA,"41 ","16.7","1416111","201516"
"English Language Learners 0 ","* ",NA,"0 ","*","1416111","201516"
"Eligible for Free or Reduced-Price Meals 16 ","17.0 ",NA,"25 ","26.0","1416111","201516"
"Students with Disabilities 7 ","30.4 ",NA,"6 ","26.1","1416111","201516"
"School 49 ","18.1 ",NA,"44 ","16.1","1416111","201516"
"District ","7.7 ",NA,"","7.7","1416111","201516"
"Number of students in 2014-15 qualified as truant under state statute:  13","",NA,"","","1416111","201516"
"Female ","0","0.0 ","0","0.0","1420111","201314"
"Male ","0","0.0 ","0","0.0","1420111","201314"
"Black or African American ","0","* ","0","*","1420111","201314"
"Hispanic or Latino ","0","* ","0","*","1420111","201314"
"White ","0","0.0 ","0","0.0","1420111","201314"
"English Language Learners ","0","* ","0","*","1420111","201314"
"Eligible for Free or Reduced-Price Meals ","0","0.0 ","0","0.0","1420111","201314"
"Students with Disabilities ","0","0.0 ","0","0.0","1420111","201314"
"School ","0","0.0 ","0","0.0","1420111","201314"
"District ",NA,"3.4 ",NA,"3.0","1420111","201314"
"Female ","0","0.0 ","0","0.0","1420111","201415"
"Male ","0","0.0 ","0","0.0","1420111","201415"
"Black or African American ","0","* ","0","*","1420111","201415"
"Hispanic or Latino ","0","* ","0","*","1420111","201415"
"White ","0","0.0 ","0","0.0","1420111","201415"
"English Language Learners ","0","* ","0","*","1420111","201415"
"Eligible for Free or Reduced-Price Meals ","0","0.0 ","0","0.0","1420111","201415"
"Students with Disabilities ","0","0.0 ","0","0.0","1420111","201415"
"School ","0","0.0 ","0","0.0","1420111","201415"
"District ",NA,"4.4 ",NA,"2.2","1420111","201415"
"Male 10 ","4.0 ",NA,"0","0.0","1420111","201516"
"Black or African American 0 ","* ",NA,"0","*","1420111","201516"
"Hispanic or Latino 0 ","0.0 ",NA,"0","0.0","1420111","201516"
"White 17 ","3.9 ",NA,"0","0.0","1420111","201516"
"English Language Learners 0 ","* ",NA,"0","*","1420111","201516"
"Eligible for Free or Reduced-Price Meals 6 ","12.8 ",NA,"0","0.0","1420111","201516"
"Students with Disabilities 6 ","9.1 ",NA,"0","0.0","1420111","201516"
"School 19 ","3.9 ",NA,"0","0.0","1420111","201516"
"District ","4.9 ",NA,NA,"3.8","1420111","201516"
"Number of students in 2014-15 qualified as truant under state statute:  0","",NA,NA,"","1420111","201516"
"Female ","8 ","2.7 ","0 ","0.0","1420211","201314"
"Male ","8 ","2.5 ","* ","*","1420211","201314"
"Black or African American ","0 ","* ","0 ","*","1420211","201314"
"Hispanic or Latino ","* ","* ","* ","*","1420211","201314"
"White ","* ","* ","* ","*","1420211","201314"
"English Language Learners ","0 ","* ","0 ","*","1420211","201314"
"Eligible for Free or Reduced-Price Meals ","* ","* ","* ","*","1420211","201314"
"Students with Disabilities ","* ","* ","0 ","0.0","1420211","201314"
"School ","16 ","2.6 ","* ","*","1420211","201314"
"District ","","3.4 ","","3.0","1420211","201314"
"Female ","* ","* ","0 ","0.0","1420211","201415"
"Male ","* ","* ","* ","*","1420211","201415"
"Black or African American ","0 ","* ","* ","*","1420211","201415"
"Hispanic or Latino ","0 ","0.0 ","0 ","0.0","1420211","201415"
"White ","* ","* ","* ","*","1420211","201415"
"English Language Learners ","0 ","* ","0 ","*","1420211","201415"
"Eligible for Free or Reduced-Price Meals ","* ","* ","0 ","0.0","1420211","201415"
"Students with Disabilities ","6 ","9.2 ","* ","*","1420211","201415"
"School ","13 ","2.3 ","* ","*","1420211","201415"
"District ","","4.4 ","","2.2","1420211","201415"
"Male * ","* ",NA,"* ","*","1420211","201516"
"Black or African American 0 ","* ",NA,"* ","*","1420211","201516"
"Hispanic or Latino 0 ","0.0 ",NA,"0 ","0.0","1420211","201516"
"White 8 ","1.7 ",NA,"0 ","0.0","1420211","201516"
"English Language Learners 0 ","* ",NA,"0 ","*","1420211","201516"
"Eligible for Free or Reduced-Price Meals * ","* ",NA,"0 ","0.0","1420211","201516"
"Students with Disabilities * ","* ",NA,"0 ","0.0","1420211","201516"
"School 8 ","1.5 ",NA,"* ","*","1420211","201516"
"District ","4.9 ",NA,"","3.8","1420211","201516"
"Number of students in 2014-15 qualified as truant under state statute:  0","",NA,"","","1420211","201516"
"Female ","8 ","2.4 ","* ","*","1425111","201314"
"Male ","9 ","2.6 ","* ","*","1425111","201314"
"Black or African American ","0 ","* ","* ","*","1425111","201314"
"Hispanic or Latino ","* ","* ","* ","*","1425111","201314"
"White ","13 ","2.0 ","17 ","2.6","1425111","201314"
"English Language Learners ","0 ","* ","0 ","*","1425111","201314"
"Eligible for Free or Reduced-Price Meals ","* ","* ","* ","*","1425111","201314"
"Students with Disabilities ","* ","* ","8 ","8.2","1425111","201314"
"School ","17 ","2.5 ","22 ","3.2","1425111","201314"
"District ","","3.4 ","","3.0","1425111","201314"
"Female ","10 ","2.9 ","* ","*","1425111","201415"
"Male ","11 ","3.3 ","* ","*","1425111","201415"
"Black or African American ","0 ","* ","0 ","*","1425111","201415"
"Hispanic or Latino ","* ","* ","* ","*","1425111","201415"
"White ","* ","* ","* ","*","1425111","201415"
"English Language Learners ","0 ","* ","0 ","*","1425111","201415"
"Eligible for Free or Reduced-Price Meals ","* ","* ","* ","*","1425111","201415"
"Students with Disabilities ","* ","* ","9 ","12.5","1425111","201415"
"School ","21 ","3.1 ","27 ","3.9","1425111","201415"
"District ","","4.4 ","","2.2","1425111","201415"
"Male 11 ","3.4 ","28 ",NA,"8.7","1425111","201516"
"Black or African American 0 ","* ","0 ",NA,"*","1425111","201516"
"Hispanic or Latino 0 ","0.0 ","* ",NA,"*","1425111","201516"
"White 28 ","4.6 ","* ",NA,"*","1425111","201516"
"English Language Learners 0 ","* ","0 ",NA,"*","1425111","201516"
"Eligible for Free or Reduced-Price Meals * ","* ","9 ",NA,"14.5","1425111","201516"
"Students with Disabilities 8 ","12.3 ","12 ",NA,"17.1","1425111","201516"
"School 28 ","4.2 ","38 ",NA,"5.7","1425111","201516"
"District ","4.9 ","",NA,"3.8","1425111","201516"
"Number of students in 2014-15 qualified as truant under state statute:  Fewer than 6","","",NA,"","1425111","201516"
"Female ","26 ","6.1 ","15 ","3.5","1426111","201314"
"Male ","29 ","7.0 ","44 ","10.5","1426111","201314"
"Black or African American ","* ","* ","0 ","*","1426111","201314"
"Hispanic or Latino ","* ","* ","* ","*","1426111","201314"
"White ","53 ","6.8 ","52 ","6.6","1426111","201314"
"English Language Learners ","0 ","* ","0 ","*","1426111","201314"
"Eligible for Free or Reduced-Price Meals ","10 ","15.9 ","8 ","11.2","1426111","201314"
"Students with Disabilities ","9 ","14.3 ","18 ","26.8","1426111","201314"
"School ","55 ","6.5 ","59 ","6.9","1426111","201314"
"District ","","3.4 ","","3.0","1426111","201314"
"Female ","38 ","9.0 ","6 ","1.4","1426111","201415"
"Male ","26 ","6.5 ","26 ","6.4","1426111","201415"
"Black or African American ","* ","* ","0 ","*","1426111","201415"
"Hispanic or Latino ","* ","* ","* ","*","1426111","201415"
"White ","57 ","7.5 ","29 ","3.8","1426111","201415"
"English Language Learners ","0 ","* ","0 ","*","1426111","201415"
"Eligible for Free or Reduced-Price Meals ","15 ","24.2 ","* ","*","1426111","201415"
"Students with Disabilities ","9 ","13.4 ","8 ","11.1","1426111","201415"
"School ","64 ","7.8 ","32 ","3.8","1426111","201415"
"District ","","4.4 ","","2.2","1426111","201415"
"Male 28 ","7.1 ","44 ",NA,"11.2","1426111","201516"
"Black or African American * ","* ","* ",NA,"*","1426111","201516"
"Hispanic or Latino * ","* ","* ",NA,"*","1426111","201516"
"White 55 ","7.2 ","52 ",NA,"6.8","1426111","201516"
"English Language Learners 0 ","* ","0 ",NA,"*","1426111","201516"
"Eligible for Free or Reduced-Price Meals 16 ","29.6 ","9 ",NA,"12.5","1426111","201516"
"Students with Disabilities 14 ","19.2 ","10 ",NA,"12.8","1426111","201516"
"School 64 ","7.8 ","59 ",NA,"7.2","1426111","201516"
"District ","4.9 ","",NA,"3.8","1426111","201516"
"Number of students in 2014-15 qualified as truant under state statute:  Fewer than 6","","",NA,"","1426111","201516"
"Female ","13 ","7.7 ","0 ","0.0","1430111","201314"
"Male ","22 ","11.5 ","* ","*","1430111","201314"
"Black or African American ","0 ","* ","0 ","*","1430111","201314"
"Hispanic or Latino ","* ","* ","* ","*","1430111","201314"
"White ","28 ","9.2 ","* ","*","1430111","201314"
"English Language Learners ","* ","* ","* ","*","1430111","201314"
"Eligible for Free or Reduced-Price Meals ","17 ","15.7 ","* ","*","1430111","201314"
"Students with Disabilities ","12 ","29.3 ","* ","*","1430111","201314"
"School ","35 ","9.7 ","* ","*","1430111","201314"
"District ","","14.2 ","","8.8","1430111","201314"
"Female ","* ","* ","0 ","0.0","1430111","201415"
"Male ","* ","* ","* ","*","1430111","201415"
"Black or African American ","* ","* ","0 ","*","1430111","201415"
"Hispanic or Latino ","0 ","0.0 ","0 ","0.0","1430111","201415"
"White ","15 ","4.9 ","* ","*","1430111","201415"
"English Language Learners ","0 ","* ","* ","*","1430111","201415"
"Eligible for Free or Reduced-Price Meals ","9 ","7.3 ","* ","*","1430111","201415"
"Students with Disabilities ","6 ","13.6 ","* ","*","1430111","201415"
"School ","17 ","4.7 ","* ","*","1430111","201415"
"District ","","10.8 ","","7.8","1430111","201415"
"Male 6 ","3.3 ",NA,"* ","*","1430111","201516"
"Black or African American 0 ","* ",NA,"0 ","*","1430111","201516"
"Hispanic or Latino 0 ","0.0 ",NA,"0 ","0.0","1430111","201516"
"White 13 ","4.6 ",NA,"* ","*","1430111","201516"
"English Language Learners 0 ","* ",NA,"0 ","*","1430111","201516"
"Eligible for Free or Reduced-Price Meals * ","* ",NA,"* ","*","1430111","201516"
"Students with Disabilities * ","* ",NA,"* ","*","1430111","201516"
"School 13 ","3.7 ",NA,"* ","*","1430111","201516"
"District ","9.8 ",NA,"","8.1","1430111","201516"
"Number of students in 2014-15 qualified as truant under state statute:  0","",NA,"","","1430111","201516"
"Female ","18 ","11.1 ","* ","*","1430211","201314"
"Male ","19 ","9.1 ","* ","*","1430211","201314"
"Black or African American ","* ","* ","* ","*","1430211","201314"
"Hispanic or Latino ","16 ","12.8 ","* ","*","1430211","201314"
"White ","18 ","8.7 ","10 ","4.8","1430211","201314"
"English Language Learners ","* ","* ","* ","*","1430211","201314"
"Eligible for Free or Reduced-Price Meals ","30 ","13.1 ","14 ","5.9","1430211","201314"
"Students with Disabilities ","8 ","13.8 ","* ","*","1430211","201314"
"School ","37 ","10.0 ","18 ","4.8","1430211","201314"
"District ","","14.2 ","","8.8","1430211","201314"
"Female ","10 ","6.0 ","* ","*","1430211","201415"
"Male ","17 ","8.1 ","* ","*","1430211","201415"
"Black or African American ","* ","* ","0 ","*","1430211","201415"
"Hispanic or Latino ","10 ","7.4 ","6 ","4.4","1430211","201415"
"White ","12 ","5.9 ","* ","*","1430211","201415"
"English Language Learners ","* ","* ","* ","*","1430211","201415"
"Eligible for Free or Reduced-Price Meals ","23 ","9.4 ","14 ","5.4","1430211","201415"
"Students with Disabilities ","11 ","15.7 ","* ","*","1430211","201415"
"School ","27 ","7.2 ","14 ","3.7","1430211","201415"
"District ","","10.8 ","","7.8","1430211","201415"
"Male 15 ","7.4 ","* ",NA,"*","1430211","201516"
"Black or African American 0 ","* ","0 ",NA,"*","1430211","201516"
"Hispanic or Latino * ","* ","* ",NA,"*","1430211","201516"
"White 14 ","6.9 ","6 ",NA,"3.0","1430211","201516"
"English Language Learners * ","* ","* ",NA,"*","1430211","201516"
"Eligible for Free or Reduced-Price Meals 24 ","9.6 ","8 ",NA,"3.2","1430211","201516"
"Students with Disabilities 9 ","11.8 ","* ",NA,"*","1430211","201516"
"School 26 ","6.9 ","10 ",NA,"2.7","1430211","201516"
"District ","9.8 ","",NA,"8.1","1430211","201516"
"Number of students in 2014-15 qualified as truant under state statute:  Fewer than 6","","",NA,"","1430211","201516"
"Female ","11 ","7.8 ","* ","*","1430811","201314"
"Male ","15 ","8.5 ","* ","*","1430811","201314"
"Black or African American ","* ","* ","* ","*","1430811","201314"
"Hispanic or Latino ","7 ","9.9 ","* ","*","1430811","201314"
"White ","14 ","6.7 ","* ","*","1430811","201314"
"English Language Learners ","* ","* ","* ","*","1430811","201314"
"Eligible for Free or Reduced-Price Meals ","22 ","11.8 ","6 ","3.1","1430811","201314"
"Students with Disabilities ","* ","* ","* ","*","1430811","201314"
"School ","26 ","8.2 ","10 ","3.1","1430811","201314"
"District ","","14.2 ","","8.8","1430811","201314"
"Female ","12 ","7.5 ","0 ","0.0","1430811","201415"
"Male ","13 ","7.6 ","* ","*","1430811","201415"
"Black or African American ","* ","* ","0 ","*","1430811","201415"
"Hispanic or Latino ","* ","* ","* ","*","1430811","201415"
"White ","13 ","6.0 ","0 ","0.0","1430811","201415"
"English Language Learners ","* ","* ","0 ","0.0","1430811","201415"
"Eligible for Free or Reduced-Price Meals ","24 ","11.3 ","* ","*","1430811","201415"
"Students with Disabilities ","* ","* ","* ","*","1430811","201415"
"School ","25 ","7.6 ","* ","*","1430811","201415"
"District ","","10.8 ","","7.8","1430811","201415"
"Male 12 ","7.1 ",NA,"10 ","5.9","1430811","201516"
"Black or African American * ","* ",NA,"0 ","*","1430811","201516"
"Hispanic or Latino 7 ","9.2 ",NA,"* ","*","1430811","201516"
"White 12 ","6.0 ",NA,"* ","*","1430811","201516"
"English Language Learners 0 ","0.0 ",NA,"* ","*","1430811","201516"
"Eligible for Free or Reduced-Price Meals 21 ","10.1 ",NA,"9 ","4.2","1430811","201516"
"Students with Disabilities * ","* ",NA,"* ","*","1430811","201516"
"School 22 ","7.1 ",NA,"10 ","3.2","1430811","201516"
"District ","9.8 ",NA,"","8.1","1430811","201516"
"Number of students in 2014-15 qualified as truant under state statute:  19","",NA,"","","1430811","201516"
"Female ","17 ","5.4 ","* ","*","1430911","201314"
"Male ","17 ","5.5 ","* ","*","1430911","201314"
"Black or African American ","* ","* ","0 ","*","1430911","201314"
"Hispanic or Latino ","* ","* ","* ","*","1430911","201314"
"White ","27 ","5.8 ","* ","*","1430911","201314"
"English Language Learners ","0 ","0.0 ","* ","*","1430911","201314"
"Eligible for Free or Reduced-Price Meals ","18 ","8.5 ","* ","*","1430911","201314"
"Students with Disabilities ","13 ","16.9 ","* ","*","1430911","201314"
"School ","34 ","5.5 ","7 ","1.1","1430911","201314"
"District ","","14.2 ","","8.8","1430911","201314"
"Female ","14 ","4.7 ","* ","*","1430911","201415"
"Male ","21 ","6.5 ","* ","*","1430911","201415"
"Black or African American ","* ","* ","0 ","*","1430911","201415"
