"","category","count","rate","school_id","year"
"5219","Emotional Disturbance "," ","","0330311","201516"
"5220","Intellectual Disability "," ","","0330311","201516"
"5221","Learning Disability ","11 ","","0330311","201516"
"5222","Other Health Impairment ","7 ","","0330311","201516"
"5223","Other Disabilities "," ","","0330311","201516"
"5224","Speech/Language Impairment ","15 ","","0330311","201516"
"5225","School ","40 ","83.3","0330311","201516"
"5226","District ","","73.6","0330311","201516"
"5227","Autism "," ","","0335111","201314"
"5228","Emotional Disturbance "," ","","0335111","201314"
"5229","Intellectual Disability ","0 ","0.0","0335111","201314"
"5230","Learning Disability ","13 ","","0335111","201314"
"5231","Other Health Impairment ","7 ","","0335111","201314"
"5232","Other Disabilities "," ","","0335111","201314"
"5233","Speech/Language Impairment ","11 ","","0335111","201314"
"5234","School ","37 ","82.2","0335111","201314"
"5235","District ","","72.8","0335111","201314"
"5236","Autism "," ","","0335111","201415"
"5237","Emotional Disturbance "," ","","0335111","201415"
"5238","Intellectual Disability ","0 ","0.0","0335111","201415"
"5239","Learning Disability ","16 ","","0335111","201415"
"5240","Other Health Impairment ","9 ","","0335111","201415"
"5241","Other Disabilities ","0 ","0.0","0335111","201415"
"5242","Speech/Language Impairment ","8 ","","0335111","201415"
"5243","School ","38 ","74.5","0335111","201415"
"5244","District ","","66.2","0335111","201415"
"5245","Autism "," ","","0335111","201415"
"5246","Emotional Disturbance "," ","","0335111","201415"
"5247","Intellectual Disability ","0 ","0.0","0335111","201415"
"5248","Learning Disability ","16 ","","0335111","201415"
"5249","Other Health Impairment ","9 ","","0335111","201415"
"5250","Other Disabilities ","0 ","0.0","0335111","201415"
"5251","Speech/Language Impairment ","8 ","","0335111","201415"
"5252","School ","38 ","74.5","0335111","201415"
"5253","District ","","66.2","0335111","201415"
"5254","Autism "," ","","0335111","201516"
"5255","Emotional Disturbance "," ","","0335111","201516"
"5256","Intellectual Disability ","0 ","0.0","0335111","201516"
"5257","Learning Disability ","18 ","90.0","0335111","201516"
"5258","Other Health Impairment ","7 ","","0335111","201516"
"5259","Other Disabilities ","0 ","0.0","0335111","201516"
"5260","Speech/Language Impairment "," ","","0335111","201516"
"5261","School ","33 ","71.7","0335111","201516"
"5262","District ","","73.6","0335111","201516"
"5263","Autism "," ","","0335111","201516"
"5264","Emotional Disturbance "," ","","0335111","201516"
"5265","Intellectual Disability ","0 ","0.0","0335111","201516"
"5266","Learning Disability ","18 ","90.0","0335111","201516"
"5267","Other Health Impairment ","7 ","","0335111","201516"
"5268","Other Disabilities ","0 ","0.0","0335111","201516"
"5269","Speech/Language Impairment "," ","","0335111","201516"
"5270","School ","33 ","71.7","0335111","201516"
"5271","District ","","73.6","0335111","201516"
"5272","Autism "," ","","0336111","201314"
"5273","Emotional Disturbance "," ","","0336111","201314"
"5274","Intellectual Disability "," ","","0336111","201314"
"5275","Learning Disability ","22 ","91.6","0336111","201314"
"5276","Other Health Impairment ","9 ","","0336111","201314"
"5277","Other Disabilities "," ","","0336111","201314"
"5278","Speech/Language Impairment ","9 ","","0336111","201314"
"5279","School ","51 ","87.9","0336111","201314"
"5280","District ","","72.8","0336111","201314"
"5281","Autism "," ","","0336111","201415"
"5282","Emotional Disturbance "," ","","0336111","201415"
"5283","Intellectual Disability ","0 ","0.0","0336111","201415"
"5284","Learning Disability ","26 ","83.8","0336111","201415"
"5285","Other Health Impairment ","9 ","","0336111","201415"
"5286","Other Disabilities "," ","","0336111","201415"
"5287","Speech/Language Impairment ","8 ","","0336111","201415"
"5288","School ","53 ","80.3","0336111","201415"
"5289","District ","","66.2","0336111","201415"
"5290","Autism ","6 ","","0336111","201516"
"5291","Emotional Disturbance ","6 ","","0336111","201516"
"5292","Intellectual Disability ","0 ","0.0","0336111","201516"
"5293","Learning Disability ","27 ","90.0","0336111","201516"
"5294","Other Health Impairment "," ","","0336111","201516"
"5295","Other Disabilities "," ","","0336111","201516"
"5296","Speech/Language Impairment ","11 ","","0336111","201516"
"5297","School ","57 ","80.3","0336111","201516"
"5298","District ","","73.6","0336111","201516"
"5299","Autism "," ","","0340111","201314"
"5300","Emotional Disturbance "," ","","0340111","201314"
"5301","Intellectual Disability "," ","","0340111","201314"
"5302","Learning Disability "," ","","0340111","201314"
"5303","Other Health Impairment "," ","","0340111","201314"
"5304","Other Disabilities "," ","","0340111","201314"
"5305","Speech/Language Impairment "," ","","0340111","201314"
"5306","School "," ","","0340111","201314"
"5307","District ","","60.9","0340111","201314"
"5308","Autism "," ","","0340111","201415"
"5309","Emotional Disturbance "," ","","0340111","201415"
"5310","Intellectual Disability "," ","","0340111","201415"
"5311","Learning Disability "," ","","0340111","201415"
"5312","Other Health Impairment "," ","","0340111","201415"
"5313","Other Disabilities "," ","","0340111","201415"
"5314","Speech/Language Impairment "," ","","0340111","201415"
"5315","School "," ","","0340111","201415"
"5316","District ","","62.6","0340111","201415"
"5317","Autism "," ","","0340111","201415"
"5318","Emotional Disturbance "," ","","0340111","201415"
"5319","Intellectual Disability "," ","","0340111","201415"
"5320","Learning Disability "," ","","0340111","201415"
"5321","Other Health Impairment "," ","","0340111","201415"
"5322","Other Disabilities "," ","","0340111","201415"
"5323","Speech/Language Impairment "," ","","0340111","201415"
"5324","School "," ","","0340111","201415"
"5325","District ","","62.6","0340111","201415"
"5326","Autism "," ","","0340111","201516"
"5327","Emotional Disturbance "," ","","0340111","201516"
"5328","Intellectual Disability "," ","","0340111","201516"
"5329","Learning Disability "," ","","0340111","201516"
"5330","Other Health Impairment "," ","","0340111","201516"
"5331","Other Disabilities "," ","","0340111","201516"
"5332","Speech/Language Impairment "," ","","0340111","201516"
"5333","School "," ","","0340111","201516"
"5334","District ","","63.5","0340111","201516"
"5335","Autism "," ","","0340111","201516"
"5336","Emotional Disturbance "," ","","0340111","201516"
"5337","Intellectual Disability "," ","","0340111","201516"
"5338","Learning Disability "," ","","0340111","201516"
"5339","Other Health Impairment "," ","","0340111","201516"
"5340","Other Disabilities "," ","","0340111","201516"
"5341","Speech/Language Impairment "," ","","0340111","201516"
"5342","School "," ","","0340111","201516"
"5343","District ","","63.5","0340111","201516"
"5344","Autism "," ","","0340211","201314"
"5345","Emotional Disturbance "," ","","0340211","201314"
"5346","Intellectual Disability "," ","","0340211","201314"
"5347","Learning Disability ","6 ","","0340211","201314"
"5348","Other Health Impairment ","8 ","","0340211","201314"
"5349","Other Disabilities "," ","","0340211","201314"
"5350","Speech/Language Impairment ","8 ","","0340211","201314"
"5351","School ","25 ","73.5","0340211","201314"
"5352","District ","","60.9","0340211","201314"
"5353","Autism "," ","","0340211","201415"
"5354","Emotional Disturbance "," ","","0340211","201415"
"5355","Intellectual Disability "," ","","0340211","201415"
"5356","Learning Disability ","8 ","","0340211","201415"
"5357","Other Health Impairment "," ","","0340211","201415"
"5358","Other Disabilities "," ","","0340211","201415"
"5359","Speech/Language Impairment ","7 ","","0340211","201415"
"5360","School ","23 ","71.8","0340211","201415"
"5361","District ","","62.6","0340211","201415"
"5362","Autism "," ","","0340211","201415"
"5363","Emotional Disturbance "," ","","0340211","201415"
"5364","Intellectual Disability "," ","","0340211","201415"
"5365","Learning Disability ","8 ","","0340211","201415"
"5366","Other Health Impairment "," ","","0340211","201415"
"5367","Other Disabilities "," ","","0340211","201415"
"5368","Speech/Language Impairment ","7 ","","0340211","201415"
"5369","School ","23 ","71.8","0340211","201415"
"5370","District ","","62.6","0340211","201415"
"5371","Autism "," ","","0340211","201516"
"5372","Emotional Disturbance "," ","","0340211","201516"
"5373","Intellectual Disability "," ","","0340211","201516"
"5374","Learning Disability ","10 ","","0340211","201516"
"5375","Other Health Impairment "," ","","0340211","201516"
"5376","Other Disabilities "," ","","0340211","201516"
"5377","Speech/Language Impairment ","7 ","","0340211","201516"
"5378","School ","23 ","76.7","0340211","201516"
"5379","District ","","63.5","0340211","201516"
"5380","Autism "," ","","0340211","201516"
"5381","Emotional Disturbance "," ","","0340211","201516"
"5382","Intellectual Disability "," ","","0340211","201516"
"5383","Learning Disability ","10 ","","0340211","201516"
"5384","Other Health Impairment "," ","","0340211","201516"
"5385","Other Disabilities "," ","","0340211","201516"
"5386","Speech/Language Impairment ","7 ","","0340211","201516"
"5387","School ","23 ","76.7","0340211","201516"
"5388","District ","","63.5","0340211","201516"
"5389","Autism "," ","","0340311","201415"
"5390","Emotional Disturbance "," ","","0340311","201415"
"5391","Intellectual Disability "," ","","0340311","201415"
"5392","Learning Disability ","10 ","","0340311","201415"
"5393","Other Health Impairment ","6 ","","0340311","201415"
"5394","Other Disabilities "," ","","0340311","201415"
"5395","Speech/Language Impairment "," ","","0340311","201415"
"5396","School ","20 ","95.2","0340311","201415"
"5397","District ","","62.6","0340311","201415"
"5398","Autism "," ","","0340311","201415"
"5399","Emotional Disturbance "," ","","0340311","201415"
"5400","Intellectual Disability "," ","","0340311","201415"
"5401","Learning Disability ","10 ","","0340311","201415"
"5402","Other Health Impairment ","6 ","","0340311","201415"
"5403","Other Disabilities "," ","","0340311","201415"
"5404","Speech/Language Impairment "," ","","0340311","201415"
"5405","School ","20 ","95.2","0340311","201415"
"5406","District ","","62.6","0340311","201415"
"5407","Autism ","8 ","","0340311","201516"
"5408","Emotional Disturbance "," ","","0340311","201516"
"5409","Intellectual Disability "," ","","0340311","201516"
"5410","Learning Disability ","14 ","","0340311","201516"
"5411","Other Health Impairment ","12 ","","0340311","201516"
"5412","Other Disabilities "," ","","0340311","201516"
"5413","Speech/Language Impairment "," ","","0340311","201516"
"5414","School ","35 ","89.7","0340311","201516"
"5415","District ","","63.5","0340311","201516"
"5416","Autism ","8 ","","0340311","201516"
"5417","Emotional Disturbance "," ","","0340311","201516"
"5418","Intellectual Disability "," ","","0340311","201516"
"5419","Learning Disability ","14 ","","0340311","201516"
"5420","Other Health Impairment ","12 ","","0340311","201516"
"5421","Other Disabilities "," ","","0340311","201516"
"5422","Speech/Language Impairment "," ","","0340311","201516"
"5423","School ","35 ","89.7","0340311","201516"
"5424","District ","","63.5","0340311","201516"
"5425","Autism "," ","","0340511","201314"
"5426","Emotional Disturbance "," ","","0340511","201314"
"5427","Intellectual Disability "," ","","0340511","201314"
"5428","Learning Disability "," ","","0340511","201314"
"5429","Other Health Impairment "," ","","0340511","201314"
"5430","Other Disabilities "," ","","0340511","201314"
"5431","Speech/Language Impairment ","19 ","95.0","0340511","201314"
"5432","School ","28 ","90.3","0340511","201314"
"5433","District ","","60.9","0340511","201314"
"5434","Autism "," ","","0340511","201415"
"5435","Emotional Disturbance "," ","","0340511","201415"
"5436","Intellectual Disability "," ","","0340511","201415"
"5437","Learning Disability "," ","","0340511","201415"
"5438","Other Health Impairment "," ","","0340511","201415"
"5439","Other Disabilities ","0 ","0.0","0340511","201415"
"5440","Speech/Language Impairment ","11 ","","0340511","201415"
"5441","School ","19 ","79.1","0340511","201415"
"5442","District ","","62.6","0340511","201415"
"5443","Autism "," ","","0340511","201415"
"5444","Emotional Disturbance "," ","","0340511","201415"
"5445","Intellectual Disability "," ","","0340511","201415"
"5446","Learning Disability "," ","","0340511","201415"
"5447","Other Health Impairment "," ","","0340511","201415"
"5448","Other Disabilities ","0 ","0.0","0340511","201415"
"5449","Speech/Language Impairment ","11 ","","0340511","201415"
"5450","School ","19 ","79.1","0340511","201415"
"5451","District ","","62.6","0340511","201415"
"5452","Autism "," ","","0340511","201516"
"5453","Emotional Disturbance "," ","","0340511","201516"
"5454","Intellectual Disability "," ","","0340511","201516"
"5455","Learning Disability "," ","","0340511","201516"
"5456","Other Health Impairment "," ","","0340511","201516"
"5457","Other Disabilities ","0 ","0.0","0340511","201516"
"5458","Speech/Language Impairment ","9 ","","0340511","201516"
