"category","ela.count","ela.spi","math.count","math.spi","sci.count","sci.spi","school_id","year"
"Eligible for Free or Reduced-Price Meals ","38 ","73.7 ","39 ","69.8 ","9 ","*","1660211","201415"
"Not Eligible for Free or Reduced-Price Meals ","131 ","80.4 ","131 ","75.9 ","51 ","66.9","1660211","201415"
"Students with Disabilities ","19 ","* ","20 ","57.5 ","6 ","*","1660211","201415"
"Students without Disabilities ","150 ","80.8 ","150 ","76.8 ","54 ","68.5","1660211","201415"
"High Needs ","51 ","72.3 ","52 ","68.4 ","14 ","*","1660211","201415"
"Non-High Needs ","118 ","81.8 ","118 ","77.2 ","46 ","68.7","1660211","201415"
"School ","169 ","78.9 ","170 ","74.5 ","60 ","66.3","1660211","201415"
"Asian ","* ","* ","* ","* ","* ","*","1660211","201516"
"Black or African American ","* ","* ","* ","* ","* ","*","1660211","201516"
"Hispanic or Latino ","8 ","* ","8 ","* ","* ","*","1660211","201516"
"Native Hawaiian or Other Pacific Islander ","0 ","N/A ","0 ","N/A ","0 ","N/A","1660211","201516"
"Two or More Races ","6 ","* ","6 ","* ","0 ","N/A","1660211","201516"
"White ","150 ","83.3 ","150 ","80.5 ","62 ","73.4","1660211","201516"
"English Language Learners ","8 ","* ","8 ","* ","* ","*","1660211","201516"
"Non-English Language Learners ","163 ","83.2 ","163 ","79.8 ","* ","*","1660211","201516"
"Eligible for Free or Reduced-Price Meals ","46 ","76.7 ","46 ","73.7 ","15 ","*","1660211","201516"
"Not Eligible for Free or Reduced-Price Meals ","125 ","85.1 ","125 ","81.9 ","51 ","74.6","1660211","201516"
"Students with Disabilities ","22 ","64.3 ","22 ","60.8 ","6 ","*","1660211","201516"
"Students without Disabilities ","149 ","85.6 ","149 ","82.5 ","60 ","75.2","1660211","201516"
"High Needs ","59 ","77.0 ","59 ","73.6 ","20 ","67.6","1660211","201516"
"Non-High Needs ","112 ","85.9 ","112 ","82.9 ","46 ","75.4","1660211","201516"
"School ","171 ","82.9 ","171 ","79.7 ","66 ","73.0","1660211","201516"
"American Indian or Alaska Native ","* ","* ","* ","* ","0 ","*","1660511","201415"
"Asian ","* ","* ","* ","* ","* ","*","1660511","201415"
"Black or African American ","6 ","* ","6 ","* ","0 ","*","1660511","201415"
"Hispanic or Latino ","10 ","* ","10 ","* ","* ","*","1660511","201415"
"Native Hawaiian or Other Pacific Islander ","0 ","N/A ","0 ","N/A ","0 ","N/A","1660511","201415"
"Two or More Races ","6 ","* ","6 ","* ","* ","*","1660511","201415"
"White ","142 ","74.5 ","142 ","69.1 ","50 ","65.2","1660511","201415"
"English Language Learners ","7 ","* ","7 ","* ","0 ","*","1660511","201415"
"Non-English Language Learners ","161 ","74.7 ","161 ","69.2 ","58 ","64.5","1660511","201415"
"Eligible for Free or Reduced-Price Meals ","34 ","68.6 ","34 ","65.0 ","9 ","*","1660511","201415"
"Not Eligible for Free or Reduced-Price Meals ","134 ","75.3 ","134 ","69.3 ","49 ","63.0","1660511","201415"
"Students with Disabilities ","26 ","53.9 ","26 ","50.2 ","7 ","*","1660511","201415"
"Students without Disabilities ","142 ","77.6 ","142 ","71.7 ","51 ","67.2","1660511","201415"
"High Needs ","53 ","64.3 ","53 ","60.4 ","15 ","*","1660511","201415"
"Non-High Needs ","115 ","78.4 ","115 ","72.1 ","43 ","65.6","1660511","201415"
"School ","168 ","74.0 ","168 ","68.4 ","58 ","64.5","1660511","201415"
"Asian ","* ","* ","* ","* ","* ","*","1660511","201516"
"Black or African American ","8 ","* ","8 ","* ","* ","*","1660511","201516"
"Hispanic or Latino ","9 ","* ","9 ","* ","6 ","*","1660511","201516"
"Native Hawaiian or Other Pacific Islander ","0 ","N/A ","0 ","N/A ","0 ","N/A","1660511","201516"
"Two or More Races ","* ","* ","* ","* ","* ","*","1660511","201516"
"White ","156 ","72.3 ","156 ","69.7 ","61 ","64.0","1660511","201516"
"English Language Learners ","11 ","* ","11 ","* ","6 ","*","1660511","201516"
"Non-English Language Learners ","168 ","72.3 ","168 ","69.5 ","69 ","64.5","1660511","201516"
"Eligible for Free or Reduced-Price Meals ","47 ","66.5 ","47 ","63.5 ","22 ","58.2","1660511","201516"
"Not Eligible for Free or Reduced-Price Meals ","132 ","73.2 ","132 ","70.6 ","53 ","64.1","1660511","201516"
"Students with Disabilities ","31 ","56.6 ","31 ","55.6 ","13 ","*","1660511","201516"
"Students without Disabilities ","148 ","74.5 ","148 ","71.5 ","62 ","65.6","1660511","201516"
"High Needs ","70 ","64.6 ","70 ","62.4 ","31 ","55.1","1660511","201516"
"Non-High Needs ","109 ","75.8 ","109 ","72.8 ","44 ","67.6","1660511","201516"
"School ","179 ","71.4 ","179 ","68.7 ","75 ","62.4","1660511","201516"
"American Indian or Alaska Native ","0 ","N/A ","0 ","N/A ","0 ","N/A","1660611","201415"
"Asian ","* ","* ","* ","* ","* ","*","1660611","201415"
"Black or African American ","* ","* ","* ","* ","* ","*","1660611","201415"
"Hispanic or Latino ","10 ","* ","11 ","* ","* ","*","1660611","201415"
"Native Hawaiian or Other Pacific Islander ","0 ","N/A ","0 ","N/A ","0 ","N/A","1660611","201415"
"Two or More Races ","* ","* ","* ","* ","* ","*","1660611","201415"
"White ","113 ","71.0 ","113 ","65.8 ","41 ","59.6","1660611","201415"
"English Language Learners ","* ","* ","* ","* ","0 ","*","1660611","201415"
"Non-English Language Learners ","* ","* ","* ","* ","47 ","59.4","1660611","201415"
"Eligible for Free or Reduced-Price Meals ","21 ","66.2 ","21 ","65.6 ","8 ","*","1660611","201415"
"Not Eligible for Free or Reduced-Price Meals ","113 ","72.9 ","114 ","66.3 ","39 ","60.1","1660611","201415"
"Students with Disabilities ","20 ","60.4 ","21 ","57.0 ","6 ","*","1660611","201415"
"Students without Disabilities ","114 ","73.8 ","114 ","67.9 ","41 ","60.3","1660611","201415"
"High Needs ","35 ","64.3 ","36 ","61.9 ","13 ","*","1660611","201415"
"Non-High Needs ","99 ","74.5 ","99 ","67.7 ","34 ","61.4","1660611","201415"
"School ","134 ","71.8 ","135 ","66.2 ","47 ","59.4","1660611","201415"
"Asian ","* ","* ","* ","* ","* ","*","1660611","201516"
"Black or African American ","* ","* ","* ","* ","* ","*","1660611","201516"
"Hispanic or Latino ","13 ","* ","13 ","* ","0 ","N/A","1660611","201516"
"Native Hawaiian or Other Pacific Islander ","0 ","N/A ","0 ","N/A ","0 ","N/A","1660611","201516"
"Two or More Races ","6 ","* ","6 ","* ","* ","*","1660611","201516"
"White ","102 ","75.0 ","102 ","70.6 ","32 ","60.2","1660611","201516"
"English Language Learners ","* ","* ","* ","* ","0 ","N/A","1660611","201516"
"Non-English Language Learners ","* ","* ","* ","* ","37 ","60.8","1660611","201516"
"Eligible for Free or Reduced-Price Meals ","18 ","* ","18 ","* ","6 ","*","1660611","201516"
"Not Eligible for Free or Reduced-Price Meals ","109 ","76.8 ","109 ","71.7 ","31 ","62.7","1660611","201516"
"Students with Disabilities ","24 ","58.9 ","24 ","56.2 ","7 ","*","1660611","201516"
"Students without Disabilities ","103 ","79.2 ","103 ","74.4 ","30 ","63.1","1660611","201516"
"High Needs ","37 ","65.4 ","37 ","62.2 ","9 ","*","1660611","201516"
"Non-High Needs ","90 ","79.5 ","90 ","74.5 ","28 ","62.6","1660611","201516"
"School ","127 ","75.4 ","127 ","71.0 ","37 ","60.8","1660611","201516"
"American Indian or Alaska Native ","0 ","N/A ","0 ","N/A ","0 ","N/A","1665111","201415"
"Asian ","11 ","* ","11 ","* ","* ","*","1665111","201415"
"Black or African American ","15 ","* ","15 ","* ","7 ","*","1665111","201415"
"Hispanic or Latino ","28 ","68.4 ","28 ","62.1 ","9 ","*","1665111","201415"
"Native Hawaiian or Other Pacific Islander ","0 ","N/A ","0 ","N/A ","0 ","N/A","1665111","201415"
"Two or More Races ","19 ","* ","19 ","* ","6 ","*","1665111","201415"
"White ","559 ","70.7 ","559 ","62.1 ","195 ","61.4","1665111","201415"
"English Language Learners ","* ","* ","* ","* ","0 ","*","1665111","201415"
"Non-English Language Learners ","* ","* ","* ","* ","221 ","60.8","1665111","201415"
"Eligible for Free or Reduced-Price Meals ","124 ","65.4 ","124 ","57.3 ","49 ","60.4","1665111","201415"
"Not Eligible for Free or Reduced-Price Meals ","508 ","71.8 ","508 ","63.4 ","172 ","60.9","1665111","201415"
"Students with Disabilities ","70 ","46.8 ","70 ","38.8 ","28 ","46.2","1665111","201415"
"Students without Disabilities ","562 ","73.5 ","562 ","65.1 ","193 ","62.9","1665111","201415"
"High Needs ","168 ","60.3 ","168 ","52.4 ","66 ","56.9","1665111","201415"
"Non-High Needs ","464 ","74.2 ","464 ","65.7 ","155 ","62.4","1665111","201415"
"School ","632 ","70.5 ","632 ","62.2 ","221 ","60.8","1665111","201415"
"Asian ","11 ","* ","11 ","* ","* ","*","1665111","201516"
"Black or African American ","12 ","* ","12 ","* ","* ","*","1665111","201516"
"Hispanic or Latino ","24 ","68.2 ","24 ","63.4 ","* ","*","1665111","201516"
"Native Hawaiian or Other Pacific Islander ","0 ","N/A ","0 ","N/A ","0 ","N/A","1665111","201516"
"Two or More Races ","21 ","74.1 ","21 ","64.8 ","6 ","*","1665111","201516"
"White ","526 ","72.6 ","525 ","67.5 ","213 ","62.1","1665111","201516"
"English Language Learners ","* ","* ","* ","* ","* ","*","1665111","201516"
"Non-English Language Learners ","* ","* ","* ","* ","* ","*","1665111","201516"
"Eligible for Free or Reduced-Price Meals ","100 ","68.1 ","100 ","64.1 ","38 ","58.6","1665111","201516"
"Not Eligible for Free or Reduced-Price Meals ","494 ","73.2 ","493 ","67.8 ","192 ","62.9","1665111","201516"
"Students with Disabilities ","67 ","47.8 ","66 ","42.2 ","27 ","44.0","1665111","201516"
"Students without Disabilities ","527 ","75.4 ","527 ","70.3 ","203 ","64.7","1665111","201516"
"High Needs ","146 ","61.7 ","145 ","57.5 ","57 ","53.8","1665111","201516"
"Non-High Needs ","448 ","75.8 ","448 ","70.3 ","173 ","65.0","1665111","201516"
"School ","594 ","72.3 ","593 ","67.2 ","230 ","62.2","1665111","201516"
"American Indian or Alaska Native ","* ","* ","* ","* ","0 ","*","1666111","201415"
"Asian ","* ","* ","* ","* ","* ","*","1666111","201415"
"Black or African American ","* ","* ","* ","* ","* ","*","1666111","201415"
"Hispanic or Latino ","8 ","* ","8 ","* ","7 ","*","1666111","201415"
"Native Hawaiian or Other Pacific Islander ","0 ","N/A ","0 ","N/A ","0 ","N/A","1666111","201415"
"Two or More Races ","7 ","* ","7 ","* ","* ","*","1666111","201415"
"White ","193 ","60.5 ","194 ","55.9 ","171 ","61.0","1666111","201415"
"English Language Learners ","* ","* ","* ","* ","* ","*","1666111","201415"
"Non-English Language Learners ","* ","* ","* ","* ","* ","*","1666111","201415"
"Eligible for Free or Reduced-Price Meals ","50 ","53.0 ","50 ","47.4 ","42 ","53.2","1666111","201415"
"Not Eligible for Free or Reduced-Price Meals ","166 ","62.6 ","167 ","58.2 ","148 ","62.4","1666111","201415"
"Students with Disabilities ","21 ","34.8 ","21 ","28.9 ","19 ","*","1666111","201415"
"Students without Disabilities ","195 ","63.1 ","196 ","58.6 ","171 ","62.9","1666111","201415"
"High Needs ","66 ","48.8 ","66 ","43.8 ","54 ","50.2","1666111","201415"
"Non-High Needs ","150 ","65.5 ","151 ","61.0 ","136 ","64.4","1666111","201415"
"School ","216 ","60.4 ","217 ","55.7 ","190 ","60.4","1666111","201415"
"Asian ","* ","* ","* ","* ","* ","*","1666111","201516"
"Black or African American ","* ","* ","* ","* ","* ","*","1666111","201516"
"Hispanic or Latino ","9 ","* ","9 ","* ","* ","*","1666111","201516"
"Native Hawaiian or Other Pacific Islander ","0 ","N/A ","0 ","N/A ","0 ","N/A","1666111","201516"
"Two or More Races ","* ","* ","* ","* ","8 ","*","1666111","201516"
"White ","165 ","62.4 ","165 ","59.0 ","165 ","60.6","1666111","201516"
"English Language Learners ","* ","* ","* ","* ","* ","*","1666111","201516"
"Non-English Language Learners ","* ","* ","* ","* ","* ","*","1666111","201516"
"Eligible for Free or Reduced-Price Meals ","42 ","53.8 ","42 ","48.7 ","46 ","51.8","1666111","201516"
"Not Eligible for Free or Reduced-Price Meals ","143 ","63.9 ","143 ","60.7 ","137 ","63.8","1666111","201516"
"Students with Disabilities ","17 ","* ","17 ","* ","17 ","*","1666111","201516"
"Students without Disabilities ","168 ","63.7 ","168 ","60.9 ","166 ","62.9","1666111","201516"
"High Needs ","52 ","51.3 ","52 ","45.1 ","56 ","50.5","1666111","201516"
"Non-High Needs ","133 ","65.6 ","133 ","63.0 ","127 ","65.3","1666111","201516"
"School ","185 ","61.6 ","185 ","58.0 ","183 ","60.8","1666111","201516"
"American Indian or Alaska Native ","* ","* ","* ","* ","0 ","*","1670311","201415"
"Asian ","70 ","81.2 ","70 ","83.3 ","17 ","*","1670311","201415"
"Black or African American ","16 ","* ","16 ","* ","* ","*","1670311","201415"
"Hispanic or Latino ","15 ","* ","15 ","* ","* ","*","1670311","201415"
"Native Hawaiian or Other Pacific Islander ","* ","* ","* ","* ","0 ","*","1670311","201415"
"Two or More Races ","8 ","* ","8 ","* ","* ","*","1670311","201415"
"White ","305 ","77.6 ","303 ","70.6 ","99 ","66.1","1670311","201415"
"English Language Learners ","18 ","* ","18 ","* ","6 ","*","1670311","201415"
"Non-English Language Learners ","401 ","78.6 ","399 ","72.8 ","121 ","67.3","1670311","201415"
"Eligible for Free or Reduced-Price Meals ","29 ","64.5 ","29 ","59.3 ","9 ","*","1670311","201415"
"Not Eligible for Free or Reduced-Price Meals ","390 ","79.2 ","388 ","73.9 ","118 ","67.5","1670311","201415"
"Students with Disabilities ","50 ","52.6 ","50 ","49.2 ","18 ","*","1670311","201415"
"Students without Disabilities ","369 ","81.6 ","367 ","76.1 ","109 ","68.4","1670311","201415"
"High Needs ","79 ","59.1 ","79 ","56.8 ","26 ","53.1","1670311","201415"
"Non-High Needs ","340 ","82.6 ","338 ","76.6 ","101 ","69.8","1670311","201415"
"School ","419 ","78.2 ","417 ","72.8 ","127 ","66.4","1670311","201415"
"Asian ","73 ","87.7 ","73 ","85.8 ","23 ","79.1","1670311","201516"
"Black or African American ","12 ","* ","12 ","* ","* ","*","1670311","201516"
"Hispanic or Latino ","26 ","76.7 ","26 ","67.6 ","* ","*","1670311","201516"
"Native Hawaiian or Other Pacific Islander ","* ","* ","* ","* ","* ","*","1670311","201516"
"Two or More Races ","8 ","* ","8 ","* ","* ","*","1670311","201516"
"White ","292 ","81.4 ","291 ","74.8 ","65 ","74.9","1670311","201516"
"English Language Learners ","20 ","77.4 ","20 ","77.1 ","* ","*","1670311","201516"
"Non-English Language Learners ","393 ","82.4 ","392 ","76.2 ","* ","*","1670311","201516"
"Eligible for Free or Reduced-Price Meals ","39 ","70.8 ","38 ","63.3 ","9 ","*","1670311","201516"
"Not Eligible for Free or Reduced-Price Meals ","374 ","83.3 ","374 ","77.6 ","88 ","76.2","1670311","201516"
"Students with Disabilities ","48 ","60.4 ","48 ","52.2 ","10 ","*","1670311","201516"
"Students without Disabilities ","365 ","85.0 ","364 ","79.5 ","87 ","78.6","1670311","201516"
"High Needs ","86 ","68.2 ","85 ","61.6 ","17 ","*","1670311","201516"
"Non-High Needs ","327 ","85.8 ","327 ","80.1 ","80 ","78.9","1670311","201516"
"School ","413 ","82.1 ","412 ","76.3 ","97 ","74.8","1670311","201516"
"American Indian or Alaska Native ","0 ","N/A ","0 ","N/A ","0","N/A","1690211","201415"
"Asian ","* ","* ","* ","* ","0","*","1690211","201415"
"Black or African American ","0 ","N/A ","0 ","N/A ","0","N/A","1690211","201415"
"Hispanic or Latino ","* ","* ","* ","* ","0","*","1690211","201415"
"Native Hawaiian or Other Pacific Islander ","0 ","N/A ","0 ","N/A ","0","N/A","1690211","201415"
"Two or More Races ","7 ","* ","7 ","* ","0","*","1690211","201415"
"White ","165 ","79.1 ","165 ","67.0 ","0","*","1690211","201415"
"English Language Learners ","0 ","N/A ","0 ","N/A ","0","N/A","1690211","201415"
"Non-English Language Learners ","177 ","78.9 ","177 ","66.9 ","0","*","1690211","201415"
"Eligible for Free or Reduced-Price Meals ","28 ","69.3 ","28 ","62.1 ","0","*","1690211","201415"
"Not Eligible for Free or Reduced-Price Meals ","149 ","80.7 ","149 ","67.9 ","0","*","1690211","201415"
"Students with Disabilities ","24 ","60.0 ","24 ","49.9 ","0","*","1690211","201415"
"Students without Disabilities ","153 ","81.8 ","153 ","69.6 ","0","*","1690211","201415"
"High Needs ","46 ","67.4 ","46 ","58.4 ","0","*","1690211","201415"
"Non-High Needs ","131 ","82.9 ","131 ","70.0 ","0","*","1690211","201415"
"School ","177 ","78.9 ","177 ","66.9 ","0","*","1690211","201415"
"Asian ","0 ","N/A ","0","N/A ","0","N/A","1690211","201516"
"Black or African American ","* ","* ","0","N/A ","0","N/A","1690211","201516"
"Hispanic or Latino ","* ","* ","7","* ","0","N/A","1690211","201516"
"Native Hawaiian or Other Pacific Islander ","0 ","N/A ","0","N/A ","0","N/A","1690211","201516"
"Two or More Races ","9 ","* ","9","* ","0","N/A","1690211","201516"
"White ","142 ","80.5 ","142","69.7 ","0","N/A","1690211","201516"
"English Language Learners ","0 ","N/A ","0","N/A ","0","N/A","1690211","201516"
"Non-English Language Learners ","159 ","80.1 ","158","69.6 ","0","N/A","1690211","201516"
"Eligible for Free or Reduced-Price Meals ","26 ","68.8 ","25","60.8 ","0","N/A","1690211","201516"
"Not Eligible for Free or Reduced-Price Meals ","133 ","82.3 ","133","71.2 ","0","N/A","1690211","201516"
"Students with Disabilities ","17 ","* ","17","* ","0","N/A","1690211","201516"
"Students without Disabilities ","142 ","82.1 ","141","71.3 ","0","N/A","1690211","201516"
"High Needs ","40 ","68.0 ","39","59.4 ","0","N/A","1690211","201516"
"Non-High Needs ","119 ","84.1 ","119","72.9 ","0","N/A","1690211","201516"
"School ","159 ","80.1 ","158","69.6 ","0","N/A","1690211","201516"
"American Indian or Alaska Native ","0 ","N/A ","0 ","N/A ","0 ","N/A","1695111","201415"
"Asian ","* ","* ","* ","* ","* ","*","1695111","201415"
"Black or African American ","* ","* ","* ","* ","* ","*","1695111","201415"
"Hispanic or Latino ","11 ","* ","11 ","* ","* ","*","1695111","201415"
"Native Hawaiian or Other Pacific Islander ","0 ","N/A ","0 ","N/A ","0 ","N/A","1695111","201415"
"Two or More Races ","7 ","* ","7 ","* ","* ","*","1695111","201415"
"White ","369 ","73.8 ","368 ","64.8 ","183 ","66.7","1695111","201415"
"English Language Learners ","0 ","N/A ","0 ","N/A ","0 ","N/A","1695111","201415"
"Non-English Language Learners ","395 ","73.7 ","394 ","64.7 ","195 ","66.4","1695111","201415"
"Eligible for Free or Reduced-Price Meals ","52 ","67.6 ","52 ","57.9 ","28 ","62.7","1695111","201415"
"Not Eligible for Free or Reduced-Price Meals ","343 ","74.7 ","342 ","65.8 ","167 ","67.0","1695111","201415"
"Students with Disabilities ","44 ","55.1 ","44 ","45.5 ","18 ","*","1695111","201415"
