School Name,Organization Type,Organization Code,Location 1,Zipcode,Phone,PreKindergarten,Kindergarten,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Student Open Date,Interdistrict Magnet
Amistad Academy,Public Charter Schools,2795113,"130 Edgewood Avenue
New Haven, CT 06511
(41.311553, -72.937442)",06511,203-772-7000,0,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul1999 0:00:00.000,0
Achievement First Hartford Academy Inc.,Public Charter Schools,2880113,"305 Greenfield Street
Hartford, CT 06112
(41.784608, -72.697162)",06112,860-695-6685,0,1,1,1,1,1,1,1,1,1,1,1,1,1,26Aug2008 0:00:00.000,0
Department of Mental Health and Addiction Services,State Agencies,3370015,"410 Capitol Avenue, Box 341431
Hartford, CT 06134
(41.763725, -72.689632)",06134,860-262-7009,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2000 0:00:00.000,0
Regional School District 10,Regional School Districts,2100012,"24 Lyon Road
Burlington, CT 06013
(41.781068, -72.989441)",06013,860-673-2538,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul2002 0:00:00.000,0
Bullard-Havens Technical High School,CT Technical High Schools,9001116,"500 Palisade Ave.
Bridgeport, CT 06610-3458
(41.200958, -73.165233)",06610-3458,203-579-6333,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2000 0:00:00.000,0
Pearson Middle School,Public Schools,1625111,"2 Wetmore Ave.
Winsted, CT 06098-1242
(41.926382, -73.066278)",06098-1242,860-379-7588,0,0,0,0,1,1,1,1,0,0,0,0,0,0,01Jul1997 0:00:00.000,0
Saugatuck Elementary School,Public Schools,1580811,"170 Riverside Ave.
Westport, CT 06880
(41.134347, -73.36511)",06880,203-221-2910,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul2002 0:00:00.000,0
Regional School District 07,Regional School Districts,2070012,"100 Battistoni Drive
Winsted, CT 06098
(41.911883, -73.047684)",06098,860-379-1084,0,0,0,0,0,0,0,0,1,1,1,1,1,1,01Jul2002 0:00:00.000,0
Area Cooperative Educational Services,Regional Education Service Center School Districts,2440014,"350 State Street
North Haven, CT 06473
(41.369271, -72.886553)",06473,203-498-6817,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul2000 0:00:00.000,0
Windsor School District,Public School Districts,1640011,"601 Matianuck Avenue
Windsor, CT 06095
(41.823999, -72.673022)",06095,860-687-2000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul1996 0:00:00.000,0
Montessori Magnet School,Regional Education Service Center Schools,2413114,"1460 Broad St.
Hartford, CT 06106
(41.749562, -72.687108)",06106,860-757-6117,1,1,1,1,1,1,1,1,0,0,0,0,0,0,01Jul2000 0:00:00.000,1
E. O. Smith High School,Regional Schools,2196112,"1235 Storrs Rd.
Storrs, CT 06268-2287
(41.803695, -72.243166)",06268-2287,860-487-0877,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2002 0:00:00.000,0
Achievement First Bridgeport Academy,Public Charter Schools,2850113,"655 Stillman St.
Bridgeport, CT 06608-1331
(41.192324, -73.175945)",06608-1331,203-338-0593,0,1,1,1,1,1,1,1,1,1,1,1,1,1,02Aug2007 0:00:00.000,0
Academy of Science and Innovation,Regional Education Service Center Schools,2416514,"600 Slater Road
New Britain, CT 06053
(41.683155, -72.80951)",06053,860-298-0602,1,0,0,0,0,0,0,1,1,1,1,1,1,1,30Aug2010 0:00:00.000,1
Northwestern Regional High School,Regional Schools,2076112,"100 Battistoni Dr.
Winsted, CT 06098-1899
(41.911883, -73.047684)",06098-1899,860-379-8525,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2002 0:00:00.000,0
Cooperative Educational Services,Regional Education Service Center School Districts,2430014,"40 Lindeman Drive
Trumbull, CT 06611
(41.231912, -73.199835)",06611,203-365-8803,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul2000 0:00:00.000,0
Regional School District 13,Regional School Districts,2130012,"135-A Pickett Lane
Durham, CT 06422
(41.475795, -72.672798)",06422,860-349-7200,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul2002 0:00:00.000,0
Corrigan/Radgowski Correctional Institution,State Agency Facilities,3362415,"986 Norwich-New London Tpke.
Uncasville, CT 06382
(41.452254, -72.107308)",06382,860-848-5729,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2000 0:00:00.000,0
Stamford Charter School for Excellence,Public Charter Schools,2960113,"1 Schuyler Ave.
Stamford, CT 06902
(41.052681, -73.547778)",06902,203-989-0000,1,1,1,1,0,0,0,0,0,0,0,0,0,0,08Sep2015 0:00:00.000,
Burr District Elementary School,Regional Schools,2170212,"792 Killingworth Road
Higganum, CT 06441-4472
(41.4443, -72.555633)",06441-4472,860-345-4584,1,1,1,1,1,1,0,0,0,0,0,0,0,0,01Jul2002 0:00:00.000,0
Park City Prep Charter School,Public Charter Schools,2835113,"1550 State Street
Bridgeport, CT 06605
(41.169421, -73.212277)",06605,203-953-3766,0,0,0,0,0,0,1,1,1,1,0,0,0,0,01Jul2006 0:00:00.000,0
Regional School District 19,Regional School Districts,2190012,"1235 Storrs Road
Storrs, CT 06268
(41.803695, -72.243166)",06268,860-487-1862,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2002 0:00:00.000,0
Highcrest School,Public Schools,1591111,"95 Highcrest Rd.
Wethersfield, CT 06109-4030
(41.680546, -72.683051)",06109-4030,860-571-8380,0,1,1,1,1,1,1,1,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Long Meadow Elementary School,Regional Schools,2150712,"65 North Benson Rd.
Middlebury, CT 06762
(41.504626, -73.153029)",06762,203-758-1144,1,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul2002 0:00:00.000,0
Glastonbury/East Hartford Magnet School,Regional Education Service Center Schools,2410114,"95 Oak Street
Glastonbury, CT 06033
(41.706216, -72.594014)",06033,860-633-4455,1,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul2000 0:00:00.000,1
Woodstock Middle School,Public Schools,1695111,"147 B-Route 169
Woodstock, CT 06281-3321
(41.927267, -71.956749)",06281-3321,860-963-6575,0,0,0,0,0,0,1,1,1,1,0,0,0,0,01Jul1995 0:00:00.000,0
Three Rivers Middle College Magnet School,Regional Education Service Center Schools,2456214,"574 New London Turnpike
Norwich, CT 06360
(41.5092, -72.104372)",06360,860-859-9203,0,0,0,0,0,0,0,0,0,0,0,0,1,1,27Aug2012 0:00:00.000,1
Reggio Magnet School of the Arts,Regional Education Service Center Schools,2410314,"59 Waterville Road
Avon, CT 06001
(41.800895, -72.81903)",06001,860-674-8549,1,1,1,1,1,1,1,0,0,0,0,0,0,0,02Sep2008 0:00:00.000,1
Suffield Middle School,Public Schools,1395111,"350 Mountain Rd.
Suffield, CT 06078-2078
(41.983642, -72.661559)",06078-2078,860-668-3820,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Museum Academy,Regional Education Service Center Schools,2410514,"10 Targeting Centre
Windsor, CT 06095
(41.852367, -72.666776)",06095,860-231-7800,1,1,1,1,1,1,1,0,0,0,0,0,0,0,30Aug2011 0:00:00.000,1
Garner Correctional Institution,State Agency Facilities,3361915,"50 Nunnawauk Road
Newtown, CT 06470-2319
(41.398566, -73.274852)",06470-2319,203-270-2897,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2000 0:00:00.000,0
Har-Bur Middle School,Regional Schools,2105112,"26 Lyon Rd.
Burlington, CT 06013-1313
(41.781187, -72.989324)",06013-1313,860-673-6163,0,0,0,0,0,0,1,1,1,1,0,0,0,0,01Jul2002 0:00:00.000,0
Pomperaug School,Regional Schools,2150512,"607 Main St.
Southbury, CT 06488
(41.493615, -73.212976)",06488,203-264-8283,1,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul2002 0:00:00.000,0
Lyme-Old Lyme High School,Regional Schools,2186112,"69 Lyme St.
Old Lyme, CT 06371-2335
(41.319818, -72.329233)",06371-2335,860-434-1651,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2002 0:00:00.000,0
Eli Whitney Technical High School,CT Technical High Schools,9001416,"100 Fairview Ave
Hamden, CT 06514
(41.341126, -72.941449)",06514,203-397-4031,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2000 0:00:00.000,0
Batcheller Early Education Center,Public Schools,1620411,"201 Pratt St.
Winsted, CT 06098-2061
(41.910191, -73.07506)",06098-2061,860-379-5423,1,1,1,1,0,0,0,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Stamford Academy,Public Charter Schools,2826013,"229 North St.
Stamford, CT 06901
(41.059499, -73.536467)",06901,203-324-6300,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2004 0:00:00.000,0
A. I. Prince Technical High School,CT Technical High Schools,9001516,"401 Flatbush Ave.
Hartford, CT 06106
(41.742942, -72.709302)",06106,860-951-7112,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2000 0:00:00.000,0
Regional School District 05,Regional School Districts,2050012,"25 Newton Road
Woodbridge, CT 06525
(41.359751, -73.009544)",06525,203-397-4811,0,0,0,0,0,0,0,0,1,1,1,1,1,1,01Jul2002 0:00:00.000,0
Prospect Elementary School,Regional Schools,2160512,"75 New Haven Road
Prospect, CT 06712
(41.490032, -72.974079)",06712,203-578-3300,1,1,1,1,1,1,1,0,0,0,0,0,0,0,31Aug2015 0:00:00.000,
Windham Center School,Public Schools,1630511,"45 North Rd., P.O. Box 138
Windham, CT 06280-0138
(41.702012, -72.160477)",06280-0138,860-465-2440,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Connecticut Valley Hospital,State Agency Facilities,3370215,"1000 Silver St.
Middletown, CT 06457
(41.553972, -72.629494)",06457,860-262-7009,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2007 0:00:00.000,0
Litchfield Boys IR Program,State Agency Facilities,3481315,"550 Goshen Road
Litchfield, CT 06759
(41.780676, -73.206003)",06759,860-567-9423,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2011 0:00:00.000,0
Pomperaug Regional High School,Regional Schools,2156212,"234 Judd Rd.
Southbury, CT 06488
(41.503554, -73.162698)",06488,203-262-3200,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2002 0:00:00.000,0
Elm City College Preparatory School,Public Charter Schools,2890113,"407 James Street
New Haven, CT 06513
(41.313561, -72.903909)",06513,203-772-7010,0,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul2009 0:00:00.000,0
Department of Rehabilitation Services,State Agencies,3510015,"55 Farmington Avenue
Hartford, CT 06105
(41.76808, -72.68776)",06105,860-424-4818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01Jul2014 0:00:00.000,
Regional School District 06,Regional School Districts,2060012,"98 WAMOGO Road
Litchfield, CT 06759
(41.727151, -73.22482)",06759,860-567-7400,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul2002 0:00:00.000,0
James Morris School,Regional Schools,2060212,"10 East St.
Morris, CT 06763-1801
(41.684019, -73.197915)",06763-1801,860-567-7420,1,1,1,1,1,1,1,1,0,0,0,0,0,0,01Jul2002 0:00:00.000,0
Long River Middle School,Regional Schools,2165112,"38 Columbia Ave.
Prospect, CT 06712-1638
(41.503234, -72.978006)",06712-1638,203-758-4421,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul2002 0:00:00.000,0
Middlebury Elementary School,Regional Schools,2150612,"550 Whittemore Rd
Middlebury, CT 06762-1093
(41.527117, -73.10119)",06762-1093,203-758-2401,1,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul2002 0:00:00.000,0
Unified School District #1,State Agencies,3360015,"24 Wolcott Hill Road
Wethersfield, CT 06109
(41.725516, -72.673212)",06109,860-692-7537,0,0,0,0,0,0,0,0,1,1,1,1,1,1,01Jul2000 0:00:00.000,0
Explorations,Public Charter Schools,2726113,"71 Spencer St.
Winsted, CT 06098
(41.928981, -73.075667)",06098,860-738-9070,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul1997 0:00:00.000,0
Trailblazers Academy,Public Charter Schools,2785113,"83 Lockwood Ave
Stamford, CT 06902
(41.053289, -73.521496)",06902,203-977-5690,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul1999 0:00:00.000,0
MacDougall/Walker Correctional Institution,State Agency Facilities,3362215,"1153 East St. South
Suffield, CT 06078-2447
(41.949178, -72.628044)",06078-2447,860-627-2127,0,0,0,0,0,0,0,0,1,1,1,1,1,1,01Jul2000 0:00:00.000,0
Windsor High School,Public Schools,1646111,"50 Sage Park Rd.
Windsor, CT 06095-3329
(41.842492, -72.657059)",06095-3329,860-687-2020,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul1984 0:00:00.000,0
Judicial Centers,State Agencies,3480015,"936 Silas Deane Hwy.
Wethersfield, CT 06109
(41.69734, -72.658086)",06109,860-721-2158,0,0,0,0,0,0,0,0,0,1,1,1,1,1,14May2009 0:00:00.000,0
Wethersfield High School,Public Schools,1596111,"411 Wolcott Hill Rd.
Wethersfield, CT 06109-2798
(41.708306, -72.668755)",06109-2798,860-571-8200,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul1984 0:00:00.000,0
Riverview School,State Agency Facilities,3470315,"915 River Rd.
Middletown, CT 06457
(41.559151, -72.61369)",06457,860-704-4020,0,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul2000 0:00:00.000,0
Riverside Magnet School at Goodwin College,Regional Education Service Center Schools,2450314,"29 Willowbrook Rd
East Hartford, CT 06118
(41.745141, -72.639556)",06118,860-434-4800,1,1,1,1,1,0,0,0,0,0,0,0,0,0,01Jul2013 0:00:00.000,1
Gainfield Elementary School,Regional Schools,2150412,"307 Old Field Rd.
Southbury, CT 06488
(41.478969, -73.222058)",06488,203-264-5312,1,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul2002 0:00:00.000,0
Amity Middle School: Bethany,Regional Schools,2055112,"190 Luke Hill Rd.
Bethany, CT 06524-3345
(41.416596, -73.006558)",06524-3345,203-393-3102,0,0,0,0,0,0,0,0,1,1,0,0,0,0,01Jul2002 0:00:00.000,0
Middlebrook School,Public Schools,1615211,"131 School Rd.
Wilton, CT 06897-2507
(41.202079, -73.432567)",06897-2507,203-762-8388,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Elm City Montessori School,Public Charter Schools,2910113,"375 Quinnipiac Avenue
New Haven, CT 06513
(41.300632, -72.890092)",06513,203-903-4031,1,1,1,1,0,0,0,0,0,0,0,0,0,0,18Aug2014 0:00:00.000,
Alcott School,Public Schools,1660611,"1490 Woodtick Rd.
Wolcott, CT 06716-1538
(41.612918, -72.960083)",06716-1538,203-879-8160,1,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Two Rivers Magnet Middle School,Regional Education Service Center Schools,2415014,"337 East River Dr.
East Hartford, CT 06108
(41.759392, -72.656659)",06108,860-290-5320,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul2002 0:00:00.000,1
W. B. Sweeney School,Public Schools,1630611,"60 Oak Hill Dr.
Willimantic, CT 06226-1223
(41.725553, -72.229422)",06226-1223,860-465-2420,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Vinal Technical High School,CT Technical High Schools,9001816,"60 Daniels St.
Middletown, CT 06457-4941
(41.527408, -72.674455)",06457-4941,860-344-7100,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2000 0:00:00.000,0
Regional School District 17,Regional School Districts,2170012,"57 Little City Road
Higganum, CT 06441
(41.464545, -72.559183)",06441,860-345-4534,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul2002 0:00:00.000,0
Wintergreen Interdistrict  Magnet School,Regional Education Service Center Schools,2440314,"670 Wintergreen Ave.
Hamden, CT 06514
(41.357365, -72.962733)",06514,203-281-9668,0,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul2000 0:00:00.000,1
Frederick Brewster School,Regional Schools,2130112,"126 Tuttle Rd.
Durham, CT 06422-2213
(41.468289, -72.701952)",06422-2213,860-349-7227,1,1,1,1,1,0,0,0,0,0,0,0,0,0,01Jul2002 0:00:00.000,0
Norwich Free Academy,Endowed and Incorporated Academies Schools,9016122,"305 Broadway
Norwich, CT 06360
(41.536458, -72.08286)",06360,860-887-2505,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2000 0:00:00.000,0
Norwich Technical High School,CT Technical High Schools,9002016,"7 Mahan Drive
Norwich, CT 06360-7044
(41.549031, -72.077072)",06360-7044,860-889-8453,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2000 0:00:00.000,0
Girls IR Program,State Agency Facilities,3481415,"11 Country Place
Litchfield, CT 06759
(41.75694, -73.149983)",06759,860-567-3809,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01May2013 0:00:00.000,
Shepaug Valley School,Regional Schools,2120312,"159 South Street
Washington, CT 06793-0000
(41.601715, -73.303104)",06793-0000,860-868-7326,0,0,0,0,0,0,0,1,1,1,1,1,1,1,26Aug2013 0:00:00.000,
Amity Middle School: Orange,Regional Schools,2055212,"100 Ohman Ave.
Orange, CT 06477-1328
(41.3009, -73.005097)",06477-1328,203-392-3200,0,0,0,0,0,0,0,0,1,1,0,0,0,0,01Jul2002 0:00:00.000,0
Platt Technical High School,CT Technical High Schools,9002616,"600 Orange Ave.
Milford, CT 06461-2157
(41.249878, -73.044514)",06461-2157,203-783-5300,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2000 0:00:00.000,0
Regional School District 09,Regional School Districts,2090012,"654 Morehouse Road
Monroe, CT 06468
(41.331667, -73.206576)",06468,203-261-2513,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2002 0:00:00.000,0
Bedford Middle School,Public Schools,1585111,"88 North Ave.
Westport, CT 06880
(41.156535, -73.333384)",06880,203-341-1510,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
John Winthrop Middle School,Regional Schools,2045112,"1 Winthrop Road
Deep River, CT 06417
(41.369042, -72.457602)",06417,860-526-9546,0,0,0,0,0,0,0,0,1,1,0,0,0,0,01Jul2002 0:00:00.000,0
Howell Cheney Technical High School,CT Technical High Schools,9001616,"791 West Middle Tpke.
Manchester, CT 06040
(41.781068, -72.560562)",06040,860-649-5396,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2000 0:00:00.000,0
International Magnet School for Global Citizenship,Regional Education Service Center Schools,2410414,"625 Chapel Road
South Windsor, CT 06074
(41.806542, -72.595282)",06074,860-291-6001,1,1,1,1,1,1,1,0,0,0,0,0,0,0,02Sep2008 0:00:00.000,1
Charles Wright School,Public Schools,1591011,"186 Nott St.
Wethersfield, CT 06109-1720
(41.716195, -72.668367)",06109-1720,860-571-8350,0,1,1,1,1,1,1,1,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Dual Language & Arts Magnet Middle School,Regional Education Service Center Schools,2455014,"51 Daniels Avenue
Waterford, CT 06385
(41.333999, -72.166946)",06385,860-434-4800,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul2009 0:00:00.000,1
Memorial Middle School,Regional Schools,2155212,"1 Memorial Dr
Middlebury, CT 06762
(41.539088, -73.099372)",06762,203-758-2496,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul2002 0:00:00.000,0
Willard/Cybulski Correctional Institution,State Agency Facilities,3361515,"391 Shaker Rd.
Enfield, CT 06082-2329
(42.016453, -72.506064)",06082-2329,860-763-6190,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2000 0:00:00.000,0
H. C. Wilcox Technical High School,CT Technical High Schools,9001716,"298 Oregon Rd.
Meriden, CT 06450
(41.526119, -72.83379)",06450,203-238-6260,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2000 0:00:00.000,0
Regional School District 04,Regional School Districts,2040012,"1 Winthrop Road
Deep River, CT 06417
(41.369042, -72.457602)",06417,860-526-2417,0,0,0,0,0,0,0,0,1,1,1,1,1,1,01Jul2002 0:00:00.000,0
Charles H. Barrows STEM Academy,Public Schools,1630411,"141 Tuckie Road
North Windham, CT 06256
(41.72058, -72.173931)",06256,860-465-2610,0,1,1,1,1,1,1,1,1,1,0,0,0,0,24Aug2013 0:00:00.000,1
Greater Hartford Academy of  the Arts High School - Full Time,Regional Education Service Center Schools,2416414,"15 Vernon St.
Hartford, CT 06106
(41.751395, -72.683832)",06106,860-757-6321,0,0,0,0,0,0,0,0,0,0,1,1,1,1,05Aug2007 0:00:00.000,1
Windham High School,Public Schools,1636111,"355 High St.
Willimantic, CT 06226-1306
(41.724006, -72.216108)",06226-1306,860-465-2480,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul1984 0:00:00.000,0
Poquonock Elementary School,Public Schools,1640511,"1760 Poquonock Ave.
Windsor, CT 06095-1227
(41.903922, -72.679171)",06095-1227,860-687-2080,1,1,1,1,0,0,0,0,0,0,0,0,0,0,01Jul1984 0:00:00.000,0
Wolcott High School,Public Schools,1666111,"457 Bound Line Rd.
Wolcott, CT 06716-2007
(41.608318, -72.976598)",06716-2007,203-879-8164,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul1984 0:00:00.000,0
New Beginnings Inc Family Academy,Public Charter Schools,2800113,"184 Garden St.
Bridgeport, CT 06605
(41.169566, -73.198322)",06605,203-384-2897,1,1,1,1,1,1,1,1,1,1,0,0,0,0,01Jul2002 0:00:00.000,0
Coleytown Middle School,Public Schools,1585311,"255 North Ave.
Westport, CT 06880-1531
(41.178828, -73.34977)",06880-1531,203-341-1610,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul1984 0:00:00.000,0
Capitol Region Mental Health Center,State Agency Facilities,3370615,"500 Vine St.
Hartford, CT 06112
(41.795953, -72.687633)",06112,860-262-7009,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2007 0:00:00.000,0
Lewis S. Mills High School,Regional Schools,2106112,"26 Lyon Rd.
Burlington, CT 06013-1313
(41.781187, -72.989324)",06013-1313,860-673-0423,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2002 0:00:00.000,0
Washington Primary School,Regional Schools,2120412,"11 School St.
Washington Depot, CT 06794-1221
(41.63813, -73.318285)",06794-1221,860-868-7331,1,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul2002 0:00:00.000,0
North Windham School,Public Schools,1630311,"112 Jordan Ln.
North Windham, CT 06256-1217
(41.740545, -72.157761)",06256-1217,860-465-2400,0,1,1,1,1,1,1,0,0,0,0,0,0,0,01Jul1987 0:00:00.000,0
Department of Social Services,State Agencies,3320015,"25 Sigourney Street
Hartford, CT 06106
(41.764875, -72.693924)",06106,860-424-5129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01Jul2000 0:00:00.000,0
Lake Garda Elementary School,Regional Schools,2100212,"61 Monce Rd.
Burlington, CT 06013-2540
(41.740888, -72.907697)",06013-2540,860-673-2511,1,1,1,1,1,1,0,0,0,0,0,0,0,0,01Jul2002 0:00:00.000,0
Regional School District 08,Regional School Districts,2080012,"33 Pendleton Drive
Hebron, CT 06248
(41.657952, -72.361726)",06248,860-228-9417,0,0,0,0,0,0,0,0,1,1,1,1,1,1,01Jul2002 0:00:00.000,0
Middlefield Memorial School,Regional Schools,2130412,"124 Hubbard St.
Middlefield, CT 06455-1218
(41.521685, -72.693195)",06455-1218,860-349-7235,0,0,0,0,0,1,1,1,0,0,0,0,0,0,01Jul2002 0:00:00.000,0
Rochambeau Middle School,Regional Schools,2155112,"100 Peter Rd.
Southbury, CT 06488
(41.467272, -73.22196)",06488,203-264-2711,0,0,0,0,0,0,0,1,1,1,0,0,0,0,01Jul2002 0:00:00.000,0
Joel Barlow High School,Regional Schools,2096112,"100 Black Rock Tpke.
Redding, CT 06896-3099
(41.298121, -73.3443)",06896-3099,203-938-2508,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2002 0:00:00.000,0
Connecticut Mental Health Center,State Agency Facilities,3370415,"34 Park St.
New Haven, CT 06790
(41.305287, -72.936197)",06790,860-262-7009,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2007 0:00:00.000,0
Highville Charter School,Public Charter Schools,2860113,"1 Science Park
New Haven, CT 06511
(41.324991, -72.927915)",06511,203-287-0528,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01Jul2007 0:00:00.000,0
Metropolitan Learning Center for Global and International Studies,Regional Education Service Center Schools,2416114,"1551 Blue Hills Ave.
Bloomfield, CT 06002
(41.871899, -72.725367)",06002,860-242-7834,0,0,0,0,0,0,0,1,1,1,1,1,1,1,01Jul2000 0:00:00.000,1
Windham Technical High School,CT Technical High Schools,9002416,"210 Birch St.
Willimantic, CT 06226-2108
(41.719216, -72.220835)",06226-2108,860-456-3879,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2000 0:00:00.000,0
Girls Hybrid Program,State Agency Facilities,3480915,"80 Prospect St.
Waterbury, CT 06702
(41.558819, -73.040689)",06702,203-757-9939,0,0,0,0,0,0,0,0,0,0,1,1,1,1,14May2009 0:00:00.000,0
Cheshire Correctional Institution,State Agency Facilities,3360315,"900 Highland Ave.
Cheshire, CT 06410-1668
(41.523503, -72.896508)",06410-1668,203-651-6247,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2000 0:00:00.000,0
Bridgeport Correctional Center,State Agency Facilities,3360115,"1106 North Ave.
Bridgeport, CT 06604-2710
(41.189306, -73.199645)",06604-2710,475-225-9000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,01Jul2000 0:00:00.000,0
