"school_code","district_code","type","district","school","street","city","state","zip","phone","fax","website","education_program","program_type","inter_district_magnet","pre_kindergarten","kindergarten","grade_1","grade_2","grade_3","grade_4","grade_5","grade_6","grade_7","grade_8","grade_9","grade_10","grade_11","grade_12"
"1555311","1550011","Public Schools","West Hartford School District","Bristow Middle School","34 Highland St.","West Hartford","CT","06102","860-231-2100","","bristow.whps.org","","","","0","0","0","0","0","0","0","1","1","1","0","0","0","0"
"1550411","1550011","Public Schools","West Hartford School District","Bugbee School","1943 Asylum Ave.","West Hartford","CT","06117-3058","860-929-5500","","bugbee.whps.org","","","","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1550511","1550011","Public Schools","West Hartford School District","Charter Oak International Academy","425 Oakwood Ave.","West Hartford","CT","06110","860-233-8506","","charteroak.whps.org","","","","1","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1556111","1550011","Public Schools","West Hartford School District","Conard High School","110 Beechwood Rd.","West Hartford","CT","06107","860-231-5000","","conard.whps.org","","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"1550611","1550011","Public Schools","West Hartford School District","Duffy School","95 Westminster St.","West Hartford","CT","06107-3353","860-521-0110","","duffy.whps.org","","","","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1556211","1550011","Public Schools","West Hartford School District","Hall High School","975 North Main St.","West Hartford","CT","06117-2057","860-232-4561","","hall.whps.org","","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"1555111","1550011","Public Schools","West Hartford School District","King Philip Middle School","100 King Philip Dr.","West Hartford","CT","06117-1316","860-233-8236","","kingphilip.whps.org","","","","0","0","0","0","0","0","0","1","1","1","0","0","0","0"
"1550911","1550011","Public Schools","West Hartford School District","Morley School","77 Bretton Rd.","West Hartford","CT","06119-1209","860-233-8535","","morley.whps.org","","","","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1559411","1550011","Program","West Hartford School District","Norfeldt Learning Center","35 Barksdale Rd","West Hartford","CT","06117","860-233-4421","","","","Special Education","","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1551011","1550011","Public Schools","West Hartford School District","Norfeldt School","35 Barksdale Rd.","West Hartford","CT","06117-1605","860-233-4421","","norfeldt.whps.org","","","","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1557311","1550011","Program","West Hartford School District","REACH","110  Beechwood Rd","West Hartford","CT","06107","860-231-6009","","www.whps.org","","Alternative","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"1555211","1550011","Public Schools","West Hartford School District","Sedgwick Middle School","128 Sedgwick Rd.","West Hartford","CT","06107-3002","860-570-6500","","sedgwick.whps.org","","","","0","0","0","0","0","0","0","1","1","1","0","0","0","0"
"1551711","1550011","Public Schools","West Hartford School District","Smith School","64 St. James St.","West Hartford","CT","06119-2325","860-236-3317","","smith.whps.org","","","","1","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1559211","1550011","Program","West Hartford School District","Strive-West Hartford","11 Wampanoag Drive","West Hartford","CT","06117","860-231-7945","860-231-8528","","","Special Education","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"1559011","1550011","Program","West Hartford School District","WAAVE (W Hartford Applied Academic/Voc'l Experience)","11 Wampanoag Drive","West Hartford","CT","06117","860-231-7945","","","","Transition Community-Based","","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"1551211","1550011","Public Schools","West Hartford School District","Webster Hill School","125 Webster Hill Blvd.","West Hartford","CT","06117","860-521-0320","","websterhill.whps.org","","","","1","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1550117","1550011","Adult Education Providers","West Hartford School District","West Hartford Adult Education","50 South Main Street","West Hartford","CT","06107","860-561-6900","860-561-6907","https://www.whlifelearn.org/","","","","","","","","","","","","","","","","",""
"1550011","1550011","Public School Districts","West Hartford School District","West Hartford School District","50 South Main Street","West Hartford","CT","06107","860-561-6600","","www.whps.org/","","","","","","","","","","","","","","","","",""
"1559511","1550011","Program","West Hartford School District","Whiting Lane Learning Center","47 Whiting Lane","West Hartford","CT","06119","860-233-8541","","","","Special Education","","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1551311","1550011","Public Schools","West Hartford School District","Whiting Lane School","47 Whiting Ln.","West Hartford","CT","06119-1642","860-233-8541","","whitinglane.whps.org","","","","1","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1559611","1550011","Program","West Hartford School District","Wolcott Learning Center","71 Wolcott Rd","West Hartford","CT","06110","860-561-2300","","","","Special Education","","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1551511","1550011","Public Schools","West Hartford School District","Wolcott School","71 Wolcott Rd.","West Hartford","CT","06110-1764","860-561-2300","","wolcott.whps.org","","","","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1561111","1560011","Program","West Haven School District","ASD Lab","2 Tetlow Street","West Haven","CT","06516","203-937-4333","203-937-4312","www.whschools.org","","Special Education","","0","0","0","0","0","0","1","1","1","1","0","0","0","0"
"1560811","1560011","Public Schools","West Haven School District","Alma E. Pagels School","26 Benham Hill Rd.","West Haven","CT","06516-6545","203-931-6840","203-931-6844","whschools.org","","","","1","1","1","1","1","1","0","0","0","0","0","0","0","0"
"1560711","1560011","Program","West Haven School District","Blended","1 McDonough Plaza","West Haven","CT","06516","203-937-4360","203-937-4370","whschools.org","","Dropout Diversion/Credit Recovery","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"1560511","1560011","Program","West Haven School District","Blended (Molloy)","255 Meloy Road","West Haven","CT","06516","203-931-6830","203-931-6833","whschools.org","","Dropout Diversion/Credit Recovery","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"1565311","1560011","Public Schools","West Haven School District","Carrigan 5/6 Intermediate School","2 Tetlow St.","West Haven","CT","06516-1819","203-937-4390","203-937-4393","www.whschools.org","","","","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"1560611","1560011","Public Schools","West Haven School District","Edith E. Mackrille School","806 Jones Hill Rd.","West Haven","CT","06516-5699","203-931-6820","203-931-6823","www.whschools.org","","","","1","1","1","1","1","1","0","0","0","0","0","0","0","0"
"1560311","1560011","Public Schools","West Haven School District","Forest School","95 Burwell Rd.","West Haven","CT","06516-1299","203-931-6800","203-931-6803","www.whschools.org","","","","1","1","1","1","1","1","0","0","0","0","0","0","0","0"
"1565111","1560011","Public Schools","West Haven School District","Harry M. Bailey Middle School","106 Morgan Ln.","West Haven","CT","06516-6299","203-937-4380","203-937-4385","whschools.org","","","","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"1560111","1560011","Program","West Haven School District","Life Skills","2 Tetlow Street","West Haven","CT","06516","203-937-4333","203-937-4312","www.whschools.org","","Special Education","","0","0","0","0","0","0","1","1","1","0","0","0","0","0"
"1560211","1560011","Program","West Haven School District","PACE","1 McDonough Plaza","West Haven","CT","06516","203-937-4360","203-937-4370","whschools.org","","Dropout Diversion/Credit Recovery","","0","0","0","0","0","0","0","0","0","1","1","1","1","1"
"1561411","1560011","Public Schools","West Haven School District","Savin Rock Community School","50 Park St.","West Haven","CT","06516-6052","203-931-6850","203-931-6853","www.whschools.org","","","","1","1","1","1","1","1","0","0","0","0","0","0","0","0"
"1560411","1560011","Public Schools","West Haven School District","Seth G. Haley School","148 South St.","West Haven","CT","06516-7149","203-931-6810","203-931-6813","whschools.org","","","","1","1","1","1","1","1","0","0","0","0","0","0","0","0"
"1561211","1560011","Public Schools","West Haven School District","Washington School","369 Washington Ave.","West Haven","CT","06516-5328","203-931-6880","203-931-6883","www.whschools.org","","","","1","1","1","1","1","1","0","0","0","0","0","0","0","0"
"1560117","1560011","Adult Education Providers","West Haven School District","West Haven Adult Education","1 McDonough Plaza","West Haven","CT","06516","203-937-4375","203-937-4379","www.whschools.org","","","","","","","","","","","","","","","","",""
"1566111","1560011","Public Schools","West Haven School District","West Haven High School","One McDonough Plaza","West Haven","CT","06516-5299","203-937-4360","203-937-4370","www.whschools.org","","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"1560011","1560011","Public School Districts","West Haven School District","West Haven School District","355 Main Street","West Haven","CT","06516","203-937-4300","","www.whschools.org","","","","","","","","","","","","","","","","",""
"1540211","1540011","Public Schools","Westbrook School District","Daisy Ingraham School","105 Goodspeed Dr.","Westbrook","CT","06498-1997","860-399-7925","","www.westbrookctschools.org/dis/","","","","1","1","1","1","1","1","0","0","0","0","0","0","0","0"
"1546111","1540011","Public Schools","Westbrook School District","Westbrook High School","156 McVeagh Rd.","Westbrook","CT","06498","860-399-6214","","www.westbrookctschools.org/whs/","","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"1545111","1540011","Public Schools","Westbrook School District","Westbrook Middle School","154 McVeagh Rd.","Westbrook","CT","06498","860-399-2010","","www.westbrookctschools.org/wms/","","","","0","0","0","0","0","0","1","1","1","1","0","0","0","0"
"1540011","1540011","Public School Districts","Westbrook School District","Westbrook School District","158 McVeagh Road","Westbrook","CT","06498","860-399-6432","","www.westbrookctschools.org/","","","","","","","","","","","","","","","","",""
"7040038","7040038","Colleges and Universities","Western Connecticut State University","Western Connecticut State University","181 White St.","Danbury","CT","06810","203-837-8200","","","","","","","","","","","","","","","","","","",""
"1570111","1570011","Public Schools","Weston School District","Hurlbutt Elementary School","9 School Rd.","Weston","CT","06883-1623","203-557-5900","","www.westonk12-ct.com/Hurlbutt/hurlbutthome.html","","","","1","1","1","1","0","0","0","0","0","0","0","0","0","0"
"1576111","1570011","Public Schools","Weston School District","Weston High School","115 School Rd.","Weston","CT","06883-1623","203-291-1602","","www.westonk12-ct.com/WHS/whshome.html","","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"1570211","1570011","Public Schools","Weston School District","Weston Intermediate School","95 School Rd.","Weston","CT","06883","203-291-2700","","www.westonk12-ct.com/WIS/WIShome.html","","","","0","0","0","0","1","1","1","0","0","0","0","0","0","0"
"1575111","1570011","Public Schools","Weston School District","Weston Middle School","135 School Rd.","Weston","CT","06883-1623","203-291-1500","","www.westonk12-ct.com/WMS/wmshome.html","","","","0","0","0","0","0","0","0","1","1","1","0","0","0","0"
"1570011","1570011","Public School Districts","Weston School District","Weston School District","24 School Road","Weston","CT","06883","203-291-1401","","www.westonk12-ct.org","","","","","","","","","","","","","","","","",""
"1585111","1580011","Public Schools","Westport School District","Bedford Middle School","88 North Ave.","Westport","CT","06880","203-341-1510","","bms.westport.k12.ct.us/BMSwebsite/","","","","0","0","0","0","0","0","0","1","1","1","0","0","0","0"
"1580111","1580011","Program","Westport School District","CES Segregated","65 Easton Road","Westport","CT","06880","203-341-1710","","ces.westport.k12.ct.us/","","Special Education","","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1580311","1580011","Public Schools","Westport School District","Coleytown Elementary School","65 Easton Rd.","Westport","CT","06880","203-341-1710","","ces.westport.k12.ct.us/cesinformation/","","","","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1585311","1580011","Public Schools","Westport School District","Coleytown Middle School","255 North Ave.","Westport","CT","06880-1531","203-341-1610","","cms.westport.k12.ct.us/default/cms/cms.htm","","","","0","0","0","0","0","0","0","1","1","1","0","0","0","0"
"1580411","1580011","Public Schools","Westport School District","Green's Farms School","17 Morningside Dr. South","Westport","CT","06880","203-222-3610","","gfs.westport.k12.ct.us/gfs/homepage.htm","","","","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1580211","1580011","Program","Westport School District","Green's Farms Segregated","17 Morningside Drive South","Westport","CT","06880","203-341-3610","","gfs.westport.k12.ct.us/","","Special Education","","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
